Company,Loan ID,True Payment Date,True Devolution,True Total Payment,True Payment Currency,True Principal Payment,True Interest Payment,True Fee Payment,True Other Payment,True Tax Payment,True Fee Tax Payment,True Rebates,True Outstanding Loan Value,True Payment Status
ABF,DSB2069-001,2024-09-17,6.4,"1,552.52",USD,"1,403.41",117.99,8.3,,15.34,1.08,0.0,0,Prepayment
ABF,DSB0348-012,2023-05-12,22.14,202.48,USD,171.48,7.29,0.55,,0.95,0.07,0.0,0,On Time
ABF,DSB2940-011,2025-05-28,27.87,565,USD,512.05,20.34,1.86,,2.64,0.24,0.0,0,Late
ABF,DSB2524-002,2024-12-10,417.26,"3,427.2",USD,"2,900.53",85.68,11.14,,11.14,1.45,0.0,0,Prepayment
ABF,DSB2486-001,2024-12-26,22.07,761.6,USD,685.39,41.13,6.79,,5.35,0.88,0.0,0,Late
ABF,DSB2829-049,2025-05-26,36.22,749.7,USD,634.38,67.47,2.53,,8.77,0.33,0.0,0,Late
ABF,DSB0033-002,2023-01-23,79.53,"1,288",USD,"1,166.51",32.2,4.93,,4.19,0.64,0.0,0,Prepayment
ABF,DSB2049-004,2024-08-07,25.08,229.5,USD,194.38,8.26,0.62,,1.07,0.08,0.0,0,Prepayment
ABF,DSB0327-002,2023-05-18,22.42,251.99,USD,212.8,13.61,1.23,,1.77,0.16,0.0,0,On Time
ABF,DSB2344-001,2024-11-19,27.62,336,USD,282.06,20.16,3.13,,2.62,0.41,0.0,0,Late
ABF,DSB1671-001,2024-05-14,5.57,67.8,USD,56.94,4.07,0.61,,0.53,0.08,0.0,0,On Time
ABF,DSB0296-018,2023-05-15,0,48.99,USD,44.78,3.72,0.0,,0.48,0,0.0,"6,563.26",Prepayment
ABF,DSB2527-002,2025-01-20,159,"2,316.5",USD,"1,958.43",166.79,9.38,,21.68,1.22,0.0,0,Late
ABF,DSB1528-001,2024-04-06,499.87,"7,660.8",USD,"6,481.68",574.56,26.55,,74.69,3.45,0.0,0,Prepayment
ABF,DSB2861-002,2025-05-02,260.45,"3,168.48",USD,"2,681.94",190.11,9.97,,24.71,1.3,0.0,0,Prepayment
ABF,DSB0625-004,2023-07-20,293.32,"5,947.2",USD,"5,400.55",214.1,10.09,,27.83,1.31,0.0,0,Prepayment
ABF,DSB1866-002,2024-08-08,0,"1,000",USD,879.5,100,6.64,,13,0.86,0.0,13,Prepayment
ABF,DSB0200-039,2023-03-30,36.1,405.67,USD,343.1,21.91,1.52,,2.85,0.2,0.0,0,Prepayment
ABF,DSB0200-014,2023-03-30,26.16,293.98,USD,248.64,15.87,1.1,,2.06,0.14,0.0,0,Prepayment
ABF,DSB1276-007,2024-01-23,145.55,"1,635.73",USD,"1,382.89",88.33,6.62,,11.48,0.86,0.0,0,Prepayment
ABF,DSB2161-007,2024-09-12,25.2,511,USD,462.7,18.4,2.04,,2.39,0.27,0.0,0,Prepayment
ABF,DSB0015-043,2023-02-10,65.2,732.83,USD,619.88,39.57,2.68,,5.14,0.35,0.0,0,On Time
ABF,DSB1860-004,2024-07-08,10.41,116.98,USD,98.96,6.32,0.42,,0.82,0.05,0.0,0,On Time
ABF,DSB1860-010,2024-07-08,393.04,"4,417.2",USD,"3,736.86",238.53,15.72,,31.01,2.04,0.0,0,On Time
ABF,DSB1860-006,2024-07-08,119.57,"1,343.71",USD,"1,136.75",72.56,4.78,,9.43,0.62,0.0,0,On Time
ABF,DSB1627-001,2024-08-02,0,"7,217.73",USD,"5,964.32","1,082.66",26.55,,140.75,3.45,0.0,140.75,On Time
ABF,DSB0065-007,2023-02-25,13.81,155.09,USD,131.2,8.37,0.55,,1.09,0.07,0.0,0,On Time
ABF,DSB0209-002,2023-05-04,1.82,207.61,USD,172.67,25.95,3.36,,3.37,0.44,0.0,0,On Time
ABF,DSB0289-003,2023-05-04,40.04,449.99,USD,380,24.3,2.2,,3.16,0.29,0.0,0,Prepayment
ABF,DSB1703-019,2024-05-31,39.95,582.05,USD,492.88,41.91,1.65,,5.45,0.21,0.0,0,On Time
ABF,DSB2173-001,2024-10-02,95,"1,456",USD,"1,222.6",109.2,13.27,,14.2,1.73,0.0,0,Prepayment
ABF,DSB0052-001,2023-02-21,7.54,84.75,USD,71.57,4.58,0.42,,0.59,0.05,0.0,0,Prepayment
ABF,DSB2160-026,2024-09-23,19.32,217.08,USD,183.7,11.72,0.72,,1.52,0.09,0.0,0,On Time
ABF,DSB2160-036,2024-09-23,9.43,106.05,USD,89.75,5.73,0.35,,0.74,0.05,0.0,0,On Time
ABF,DSB2160-007,2024-09-23,37.21,418.2,USD,353.9,22.58,1.39,,2.94,0.18,0.0,0,On Time
ABF,DSB2867-002,2025-04-05,500.7,"8,108.56",USD,"7,353.65",202.71,22.25,,26.35,2.89,0.0,0,Prepayment
ABF,DSB2172-002,2024-10-07,46.89,786.73,USD,665.59,62.94,2.77,,8.18,0.36,0.0,0,Prepayment
ABF,DSB2140-001,2024-09-13,199.13,"2,238.06",USD,"1,891.25",120.86,9.83,,15.71,1.28,0.0,0,Prepayment
ABF,DSB1939-009,2024-09-13,0,17.38,USD,15.61,1.56,0.0,,0.2,0,0.0,7.28,Prepayment
ABF,DSB0754-003,2023-08-30,23.33,805.17,USD,730.04,43.48,2.36,,5.65,0.31,0.0,0,Prepayment
ABF,DSB2261-001,2024-11-15,23.39,"5,677.05",USD,"5,136.11",431.46,26.55,,56.09,3.45,0.0,0,Late
ABF,DSB1636-006,2024-04-23,19,655.4,USD,592.84,35.39,3.16,,4.6,0.41,0.0,0,Prepayment
ABF,DSB2443-037,2024-12-13,117.03,"1,315.23",USD,"1,113.82",71.02,3.65,,9.23,0.47,0.0,0,On Time
ABF,DSB0981-004,2023-11-23,20.01,"4,857.84",USD,"4,409.61",369.2,9.76,,48,1.27,0.0,0,Prepayment
ABF,DSB0769-001,2023-08-26,13.7,250,USD,221.67,10,2.95,,1.3,0.38,0.0,0,On Time
ABF,DSB2311-005,2025-01-03,0,88.14,USD,73.4,12.34,0.71,,1.6,0.09,0.0,66.69,Late
ABF,DSB2028-003,2024-08-20,56.81,638.45,USD,538.42,34.48,3.77,,4.48,0.49,0.0,0,Late
ABF,DSB2019-046,2024-08-20,11.57,168.55,USD,142.7,12.14,0.5,,1.58,0.07,0.0,0,Late
ABF,DSB1844-002,2024-07-02,241.31,"2,712",USD,"2,296.19",146.45,7.97,,19.04,1.04,0.0,0,On Time
ABF,DSB2275-001,2024-10-21,29.08,445.76,USD,368.9,33.43,8.85,,4.35,1.15,0.0,0,On Time
ABF,DSB0128-009,2023-03-17,17.32,194.62,USD,164.26,10.51,1.03,,1.37,0.13,0.0,0,On Time
ABF,DSB0824-003,2023-09-21,65.76,800,USD,674.91,48,4.5,,6.24,0.59,0.0,0,Prepayment
ABF,DSB1891-005,2024-07-16,96.8,"1,410.24",USD,"1,192.49",101.54,5.5,,13.2,0.71,0.0,0,On Time
ABF,DSB1835-001,2024-06-05,24.31,492.8,USD,446.17,17.74,2.01,,2.31,0.26,0.0,0,Prepayment
ABF,DSB1819-001,2024-06-05,38.67,783.89,USD,710.44,28.22,2.56,,3.67,0.33,0.0,0,Prepayment
ABF,DSB1835-006,2024-06-05,23.19,470.07,USD,425.59,16.92,1.92,,2.2,0.25,0.0,0,Prepayment
ABF,DSB2939-002,2025-07-03,80.81,"2,184",USD,"1,844.7",218.4,10.35,,28.39,1.35,0.0,0,Prepayment
ABF,DSB0962-005,2024-03-13,0,598.51,USD,497.06,89.78,0.0,,11.67,0,0.0,31.6,On Time
ABF,DSB0909-005,2023-10-06,91.83,840,USD,711.05,30.24,2.61,,3.93,0.34,0.0,0,On Time
ABF,DSB0909-012,2023-10-06,73.46,672,USD,568.84,24.19,2.09,,3.14,0.27,0.0,0,On Time
ABF,DSB1898-002,2024-07-11,83.84,"1,020",USD,859.19,61.2,6.91,,7.96,0.9,0.0,0,On Time
ABF,DSB1909-007,2024-07-15,8.08,90.76,USD,76.89,4.9,0.22,,0.64,0.03,0.0,0,On Time
ABF,DSB1895-021,2024-07-15,3.21,36.05,USD,30.49,1.95,0.13,,0.25,0.02,0.0,0,On Time
ABF,DSB3006-002,2025-07-14,305.42,"3,715.53",USD,"3,139.51",222.93,16.54,,28.98,2.15,0.0,0,Late
ABF,DSB2909-006,2025-07-14,0.62,81.72,USD,69.19,10.3,0.24,,1.34,0.03,0.0,0,Late
ABF,DSB0354-001,2023-04-28,207.1,"1,701",USD,"1,430.85",42.52,13.27,,5.53,1.73,0.0,0,On Time
ABF,DSB1717-001,2024-05-07,294.94,"3,154.5",USD,"2,666.33",157.72,13.27,,20.5,1.73,0.0,0,Prepayment
ABF,DSB1869-002,2024-07-24,14.63,395.5,USD,332.3,39.55,3.43,,5.14,0.45,0.0,0,Prepayment
ABF,DSB2612-004,2025-02-06,60.86,"2,100",USD,"1,904.38",113.4,5.86,,14.74,0.76,0.0,0,Late
ABF,DSB2836-003,2025-04-15,0,91.86,USD,87,3.31,0.99,,0.43,0.13,0.0,126.08,Prepayment
ABF,DSB1248-007,2024-01-16,130.51,"1,466.69",USD,"1,240.3",79.2,5.65,,10.3,0.73,0.0,0,Prepayment
ABF,DSB2823-001,2025-04-24,0,719.5,USD,675.6,38.85,0.0,,5.05,0,0.0,235.98,Late
ABF,DSB2789-016,2025-04-22,45.17,657.98,USD,557.4,47.37,1.66,,6.16,0.22,0.0,0,Late
ABF,DSB2288-030,2024-11-11,114.9,"1,673.87",USD,"1,416.93",120.52,5.18,,15.67,0.67,0.0,0,Late
ABF,DSB1418-036,2024-03-15,234.86,"3,421.5",USD,"2,898.33",246.35,8.8,,32.03,1.14,0.0,0,On Time
ABF,DSB0319-016,2023-05-19,33.45,487.36,USD,412.44,35.09,1.61,,4.56,0.21,0.0,0,On Time
ABF,DSB1638-001,2024-04-11,84.4,902.65,USD,757.25,45.13,8.85,,5.87,1.15,0.0,0,Prepayment
ABF,DSB1532-004,2024-04-11,0,104.48,USD,98.1,5.64,0.0,,0.73,0,0.0,260.42,Prepayment
ABF,DSB0540-002,2023-06-16,135,"1,108.8",USD,932.84,27.72,8.53,,3.6,1.11,0.0,0,Prepayment
ABF,DSB0557-003,2023-06-16,40.91,336,USD,283.45,8.4,1.9,,1.09,0.25,0.0,0,Prepayment
ABF,DSB1556-001,2024-03-27,157.88,"1,506.49",USD,"1,265.52",60.26,13.27,,7.83,1.73,0.0,0,Prepayment
ABF,DSB2841-002,2025-05-23,40.57,840,USD,710.21,75.6,3.35,,9.83,0.44,0.0,0,Prepayment
ABF,DSB2086-001,2024-08-23,117.59,"1,122",USD,945.24,44.88,7.49,,5.83,0.97,0.0,0,Prepayment
ABF,DSB1640-052,2024-05-06,3.2,36.05,USD,30.5,1.95,0.13,,0.25,0.02,0.0,0,On Time
ABF,DSB1640-026,2024-05-06,5.95,66.95,USD,56.64,3.62,0.24,,0.47,0.03,0.0,0,On Time
ABF,DSB0418-007,2023-06-05,1.79,20,USD,16.89,1.08,0.09,,0.14,0.01,0.0,0,Prepayment
ABF,DSB0529-001,2023-06-06,182.63,"1,500",USD,"1,260",37.5,13.27,,4.88,1.73,0.0,0,Prepayment
ABF,DSB2049-042,2024-08-26,64.53,725.06,USD,614.09,39.15,1.95,,5.09,0.25,0.0,0,Prepayment
ABF,DSB2049-055,2024-08-26,68.17,766.14,USD,648.89,41.37,2.06,,5.38,0.27,0.0,0,Prepayment
ABF,DSB2394-073,2024-12-06,38.21,429.37,USD,363.68,23.19,1.13,,3.01,0.15,0.0,0,On Time
ABF,DSB0228-005,2023-04-14,57.22,642.97,USD,543.74,34.72,2.46,,4.51,0.32,0.0,0,On Time
ABF,DSB1770-001,2024-05-03,107.72,884.8,USD,742.08,22.12,8.85,,2.88,1.15,0.0,0,Prepayment
ABF,DSB0173-003,2023-02-24,34.68,284.76,USD,239.6,7.12,2.16,,0.93,0.28,0.0,0,On Time
ABF,DSB0296-018,2023-05-11,0,28.17,USD,26.45,1.52,0.0,,0.2,0,0.0,"6,729.19",Prepayment
ABF,DSB1370-001,2024-02-16,73.46,893.76,USD,749.7,53.63,8.85,,6.97,1.15,0.0,0,On Time
ABF,DSB2018-001,2024-07-22,124.09,"1,327.2",USD,"1,113.12",66.36,13.27,,8.63,1.73,0.0,0,On Time
ABF,DSB2804-006,2025-04-25,2.47,36.05,USD,30.51,2.6,0.12,,0.34,0.02,0.0,0,On Time
ABF,DSB2279-001,2024-11-21,51.99,"1,076.47",USD,900,96.88,13.27,,12.59,1.73,0.0,0,Late
ABF,DSB2376-001,2024-11-14,951.69,"9,080.98",USD,"7,687.8",363.24,27.46,,47.22,3.57,0.0,0,Prepayment
ABF,DSB1323-002,2024-01-19,75.03,"1,521.3",USD,"1,378.37",54.77,5.32,,7.12,0.69,0.0,0,On Time
ABF,DSB1333-031,2024-02-09,13.08,146.9,USD,124.33,7.93,0.47,,1.03,0.06,0.0,0,On Time
ABF,DSB0931-018,2023-10-20,8.55,96.05,USD,81.26,5.19,0.34,,0.67,0.04,0.0,0,On Time
ABF,DSB0861-006,2023-10-20,42.05,612.71,USD,518.76,44.12,1.81,,5.73,0.24,0.0,0,On Time
ABF,DSB0861-013,2023-10-20,9.32,135.78,USD,114.96,9.78,0.4,,1.27,0.05,0.0,0,On Time
ABF,DSB0853-010,2023-10-20,1.32,19.37,USD,16.38,1.39,0.08,,0.18,0.01,0.0,0,On Time
ABF,DSB2930-007,2025-07-07,24.34,504,USD,426.77,45.36,1.44,,5.9,0.19,0.0,0,Prepayment
ABF,DSB1919-001,2024-09-25,0,"7,727.81",USD,"6,387.95","1,159.17",26.55,,150.69,3.45,0.0,150.69,Prepayment
ABF,DSB2930-004,2025-06-18,57.66,840,USD,711.29,60.48,2.4,,7.86,0.31,0.0,0,Prepayment
ABF,DSB1394-001,2024-10-14,0,398.31,USD,357.8,35.85,0.0,,4.66,0,0.0,756.5,Late
ABF,DSB0059-001,2023-02-17,437.51,"4,002.15",USD,"3,386.83",144.08,13.27,,18.73,1.73,0.0,0,On Time
ABF,DSB2625-002,2025-04-07,0,"2,700",USD,"2,412.31",243,11.59,,31.59,1.51,0.0,31.59,On Time
ABF,DSB1824-001,2024-07-18,12.93,"1,478.05",USD,"1,241.35",184.76,13.27,,24.02,1.73,0.0,0,Prepayment
ABF,DSB2123-027,2024-09-09,18.6,209.1,USD,177.17,11.29,0.5,,1.47,0.07,0.0,0,On Time
ABF,DSB2102-022,2024-09-09,5.04,56.65,USD,47.96,3.06,0.17,,0.4,0.02,0.0,0,On Time
ABF,DSB2040-002,2024-09-09,10.72,"2,604",USD,"2,360.55",197.9,8.05,,25.73,1.05,0.0,0,Prepayment
ABF,DSB0680-010,2023-08-22,29.4,330.39,USD,279.32,17.84,1.34,,2.32,0.17,0.0,0,On Time
ABF,DSB1598-004,2024-04-15,119.57,"1,343.71",USD,"1,137.01",72.56,4.55,,9.43,0.59,0.0,0,Prepayment
ABF,DSB0765-001,2023-08-17,89.43,734.5,USD,614.32,18.36,8.85,,2.39,1.15,0.0,0,Prepayment
ABF,DSB1023-013,2023-12-04,61.02,888.94,USD,752.9,64,2.39,,8.32,0.31,0.0,0,Prepayment
ABF,DSB2696-047,2025-03-07,104.83,"1,178.1",USD,997.74,63.62,3.22,,8.27,0.42,0.0,0,Late
ABF,DSB1149-019,2023-12-08,32.69,299.08,USD,253.24,10.77,0.87,,1.4,0.11,0.0,0,On Time
ABF,DSB1149-010,2023-12-08,35.86,328.05,USD,277.77,11.81,0.95,,1.54,0.12,0.0,0,On Time
ABF,DSB1149-035,2023-12-08,4.33,39.55,USD,33.49,1.42,0.11,,0.19,0.01,0.0,0,On Time
ABF,DSB2394-016,2024-11-28,9.97,112.2,USD,95.04,6.06,0.3,,0.79,0.04,0.0,0,Prepayment
ABF,DSB2144-011,2024-09-10,19.33,392,USD,355.67,14.11,0.93,,1.83,0.12,0.0,0,Prepayment
ABF,DSB2869-013,2025-07-01,0.73,96.05,USD,81.64,12.1,0.0,,1.57,0,0.0,0,Late
ABF,DSB2869-001,2025-07-01,7.68,"1,007.76",USD,856.6,126.98,0.0,,16.51,0,0.0,0,Late
ABF,DSB2869-021,2025-07-01,9.58,"1,257.66",USD,"1,069.01",158.47,0.0,,20.6,0,0.0,0,Late
ABF,DSB1984-003,2024-08-15,3.58,868,USD,786.82,65.97,2.71,,8.58,0.35,0.0,0,On Time
ABF,DSB0397-001,2023-05-02,360.13,"2,958",USD,"2,501.65",73.95,11.2,,9.61,1.46,0.0,0,Prepayment
ABF,DSB1916-001,2024-07-01,30.38,324.88,USD,271.25,16.24,4.33,,2.11,0.56,0.0,0,Prepayment
ABF,DSB2759-001,2025-03-25,17.42,266.96,USD,222.89,20.02,3.57,,2.6,0.46,0.0,0,Late
ABF,DSB2228-002,2024-10-22,19.15,660.8,USD,598.74,35.68,2.29,,4.64,0.3,0.0,0,Late
ABF,DSB0114-001,2023-03-21,0,391.02,USD,355.67,31.28,0.0,,4.07,0,0.0,768.47,Prepayment
ABF,DSB2430-001,2024-11-16,210.68,"3,411.68",USD,"3,088.7",85.29,14.09,,11.09,1.83,0.0,0,Prepayment
ABF,DSB0564-001,2023-07-14,79.21,963.48,USD,808.6,57.81,9.16,,7.52,1.19,0.0,0,On Time
ABF,DSB0493-001,2023-06-23,553.3,"5,917.65",USD,"5,000",295.88,26.55,,38.46,3.45,0.0,0,On Time
ABF,DSB0456-021,2023-06-23,16.31,183.32,USD,154.9,9.9,0.81,,1.29,0.11,0.0,0,On Time
ABF,DSB2373-008,2024-11-22,6.23,70.04,USD,59.4,3.78,0.12,,0.49,0.02,0.0,0,On Time
ABF,DSB0608-005,2023-08-23,3.13,84.75,USD,71.36,8.47,0.6,,1.1,0.08,0.0,0,On Time
ABF,DSB1485-003,2024-03-12,17.76,169.5,USD,142.43,6.78,1.46,,0.88,0.19,0.0,0,On Time
ABF,DSB2532-001,2024-12-17,105.68,868,USD,727.8,21.7,8.85,,2.82,1.15,0.0,0,On Time
ABF,DSB2483-001,2025-07-11,0,"4,343.14",USD,"3,606.98",651.47,0.0,,84.69,0,0.0,"30,168.62",Late
ABF,DSB0694-009,2023-08-25,13.81,155.16,USD,131.15,8.38,0.65,,1.09,0.08,0.0,0,On Time
ABF,DSB0694-020,2023-08-25,8.54,95.93,USD,81.09,5.18,0.4,,0.67,0.05,0.0,0,On Time
ABF,DSB1488-002,2024-03-11,71.53,"1,450.4",USD,"1,314.66",52.21,4.61,,6.79,0.6,0.0,0,Prepayment
ABF,DSB1043-005,2023-11-28,9.35,105.06,USD,88.94,5.67,0.32,,0.74,0.04,0.0,0,Prepayment
ABF,DSB0265-006,2023-04-24,77.42,870.1,USD,736.67,46.99,2.58,,6.11,0.34,0.0,0,On Time
ABF,DSB0740-005,2023-08-09,23.73,194.93,USD,164.03,4.87,1.47,,0.63,0.19,0.0,0,Prepayment
ABF,DSB0594-005,2023-08-01,17.05,191.56,USD,161.88,10.34,0.83,,1.34,0.11,0.0,0,Prepayment
ABF,DSB2886-007,2025-06-02,38.51,561,USD,474.23,40.39,2.32,,5.25,0.3,0.0,0,Late
ABF,DSB2660-049,2025-02-28,18.61,209.1,USD,177,11.29,0.65,,1.47,0.08,0.0,0,On Time
ABF,DSB2660-036,2025-02-28,30.57,343.58,USD,290.83,18.55,1.07,,2.41,0.14,0.0,0,On Time
ABF,DSB2660-002,2025-02-28,3.21,36.05,USD,30.52,1.95,0.11,,0.25,0.01,0.0,0,On Time
ABF,DSB0752-005,2023-09-14,26.95,392.62,USD,332.27,28.27,1.29,,3.67,0.17,0.0,0,On Time
ABF,DSB0777-027,2023-09-14,83.07,933.54,USD,789.44,50.41,3.6,,6.55,0.47,0.0,0,On Time
ABF,DSB0884-001,2023-09-14,83.05,682.08,USD,572.25,17.05,6.65,,2.22,0.86,0.0,0,On Time
ABF,DSB1667-003,2024-05-08,166.62,"2,553.6",USD,"2,158.56",191.52,10.62,,24.9,1.38,0.0,0,On Time
ABF,DSB2054-002,2024-07-25,49.18,403.87,USD,339.68,10.1,3.19,,1.31,0.41,0.0,0,Prepayment
ABF,DSB1227-006,2024-01-10,25.36,285,USD,241.38,15.39,0.77,,2,0.1,0.0,0,Prepayment
ABF,DSB2919-001,2025-06-06,22.72,784,USD,710.64,42.34,2.48,,5.5,0.32,0.0,0,Prepayment
ABF,DSB2922-003,2025-06-06,38.99,"1,345.37",USD,"1,219.1",72.65,4.59,,9.44,0.6,0.0,0,Late
ABF,DSB2591-063,2025-03-13,50.8,"1,816.95",USD,"1,539.51",196.23,4.34,,25.51,0.56,0.0,0,Late
ABF,DSB2591-015,2025-03-13,3.75,133.93,USD,113.48,14.46,0.32,,1.88,0.04,0.0,0,Late
ABF,DSB0791-005,2023-10-02,3.46,840,USD,761.8,63.84,2.3,,8.3,0.3,0.0,0,Prepayment
ABF,DSB1492-001,2024-03-26,184.72,"2,831.01",USD,"2,391.36",212.33,13.27,,27.6,1.73,0.0,0,On Time
ABF,DSB1401-004,2024-02-27,174.16,"1,957.31",USD,"1,654.47",105.69,8.18,,13.74,1.06,0.0,0,Prepayment
ABF,DSB2450-009,2025-01-07,1.2,291.2,USD,264.05,22.13,0.83,,2.88,0.11,0.0,0,Prepayment
ABF,DSB0320-005,2023-05-22,145.02,"2,112.72",USD,"1,787.98",152.12,6.93,,19.78,0.9,0.0,0,On Time
ABF,DSB0386-007,2023-05-22,137.85,"1,261.03",USD,"1,067.94",45.4,3.49,,5.9,0.45,0.0,0,On Time
ABF,DSB2836-005,2025-05-05,120.66,"1,356",USD,"1,146.6",73.22,5.31,,9.52,0.69,0.0,0,Late
ABF,DSB2890-003,2025-05-05,49.3,470.4,USD,395.4,18.82,3.93,,2.45,0.51,0.0,0,Prepayment
ABF,DSB2852-005,2025-05-05,38.67,470.4,USD,395.25,28.22,4.06,,3.67,0.53,0.0,0,Late
ABF,DSB2799-003,2025-05-05,32.04,537.6,USD,455.01,43.01,1.73,,5.59,0.22,0.0,0,Prepayment
ABF,DSB2552-029,2025-01-17,3.22,36.05,USD,30.52,1.95,0.1,,0.25,0.01,0.0,0,Late
ABF,DSB2488-004,2025-01-17,53.81,784,USD,660.81,56.45,4.95,,7.34,0.64,0.0,0,Late
ABF,DSB0714-003,2023-09-27,15.64,"1,787.95",USD,"1,512.6",223.49,6.34,,29.05,0.82,0.0,0,Prepayment
ABF,DSB1496-003,2024-03-19,119.68,"1,456",USD,"1,230.63",87.36,6.17,,11.36,0.8,0.0,0,Prepayment
ABF,DSB1058-025,2023-11-30,15.78,177.41,USD,150.17,9.58,0.56,,1.25,0.07,0.0,0,Prepayment
ABF,DSB0705-003,2023-08-18,68.66,655.2,USD,550.82,26.21,5.4,,3.41,0.7,0.0,0,On Time
ABF,DSB2243-001,2024-11-08,14.43,389.85,USD,324.41,38.98,6.16,,5.07,0.8,0.0,0,Prepayment
ABF,DSB1711-003,2024-06-04,213.81,"3,115.12",USD,"2,633.11",224.29,13.05,,29.16,1.7,0.0,0,On Time
ABF,DSB1758-002,2024-06-04,405.08,"4,928",USD,"4,167.12",295.68,19.19,,38.44,2.49,0.0,0,On Time
ABF,DSB2381-005,2024-12-11,11.54,"2,800",USD,"2,534.94",212.8,11.56,,27.66,1.5,0.0,0,Late
ABF,DSB0579-002,2023-06-21,799.75,"6,568.8",USD,"5,559.15",164.22,21.53,,21.35,2.8,0.0,0,Prepayment
ABF,DSB2896-001,2025-05-12,103.27,"1,160.51",USD,981.36,62.67,4.49,,8.15,0.58,0.0,0,Prepayment
ABF,DSB1184-002,2023-12-12,12.44,118.65,USD,100.23,4.75,0.55,,0.62,0.07,0.0,0,Prepayment
ABF,DSB2184-002,2024-09-05,84.42,"1,367.32",USD,"1,239.68",34.18,4.06,,4.44,0.53,0.0,0,Prepayment
ABF,DSB2829-052,2025-05-26,3.23,66.95,USD,56.65,6.03,0.23,,0.78,0.03,0.0,0,Late
ABF,DSB2829-051,2025-05-26,11.71,242.48,USD,205.18,21.82,0.82,,2.84,0.11,0.0,0,Late
ABF,DSB2487-008,2025-01-23,16.92,"1,932.28",USD,"1,635.83",241.53,5.84,,31.4,0.76,0.0,0,Prepayment
ABF,DSB1701-002,2024-05-28,100.83,"1,469",USD,"1,242.08",105.77,5.81,,13.75,0.76,0.0,0,On Time
ABF,DSB0293-004,2023-05-05,19.08,214.41,USD,181.36,11.58,0.79,,1.51,0.1,0.0,0,On Time
ABF,DSB2095-001,2024-09-02,87.98,988.75,USD,836.96,53.39,3.08,,6.94,0.4,0.0,0,Late
ABF,DSB0626-002,2023-09-18,24.84,"1,724.4",USD,"1,460.4",206.93,4.72,,26.9,0.61,0.0,0,Prepayment
ABF,DSB0813-001,2023-09-04,227.23,"2,168.28",USD,"1,828.04",86.73,13.27,,11.28,1.73,0.0,0,On Time
ABF,DSB1737-002,2024-08-07,0,"1,524.88",USD,"1,266.41",228.73,0.0,,29.74,0,0.0,"1,138.23",Prepayment
ABF,DSB1236-001,2023-12-26,82.06,"1,663.93",USD,"1,499.18",59.9,13.27,,7.79,1.73,0.0,0,Prepayment
ABF,DSB2703-001,2025-04-04,29.98,436.8,USD,368.9,31.45,2.11,,4.09,0.27,0.0,0,Late
ABF,DSB2207-001,2024-11-19,0,"2,000",USD,"1,680.8",240,42.48,,31.2,5.52,0.0,"8,356.45",Late
ABF,DSB2935-001,2025-05-16,517.71,"5,537",USD,"4,684.49",276.85,19.43,,35.99,2.53,0.0,0,On Time
ABF,DSB2638-001,2025-03-18,69.83,"1,887.2",USD,"1,597.5",188.72,5.86,,24.53,0.76,0.0,0,Prepayment
ABF,DSB0015-019,2023-02-10,8.22,92.3,USD,78.07,4.98,0.34,,0.65,0.04,0.0,0,On Time
ABF,DSB0015-034,2023-02-10,20.38,229.02,USD,193.72,12.37,0.84,,1.61,0.11,0.0,0,On Time
ABF,DSB1860-001,2024-07-08,12.7,142.8,USD,120.81,7.71,0.51,,1,0.07,0.0,0,On Time
ABF,DSB1743-001,2024-07-08,62.42,"4,335.25",USD,"3,669.97",520.23,13.27,,67.63,1.73,0.0,0,Prepayment
ABF,DSB2031-001,2024-08-02,20.71,197.7,USD,164.84,7.91,2.84,,1.03,0.37,0.0,0,On Time
ABF,DSB1961-004,2024-09-04,15.86,428.84,USD,360.47,42.88,3.58,,5.57,0.47,0.0,0,Prepayment
ABF,DSB0013-001,2023-07-21,0,"2,198.9",USD,"1,811.19",329.83,13.27,,42.88,1.73,0.0,216.93,Prepayment
ABF,DSB0358-005,2023-05-09,30.65,621.6,USD,562.15,22.38,3.11,,2.91,0.4,0.0,0,Prepayment
ABF,DSB1716-018,2024-05-31,33.7,490.97,USD,414.99,35.35,2.06,,4.6,0.27,0.0,0,On Time
ABF,DSB1703-041,2024-05-31,29.4,428.24,USD,362.63,30.83,1.21,,4.01,0.16,0.0,0,On Time
ABF,DSB1648-002,2024-04-05,125.02,"2,024.56",USD,"1,835.57",50.61,6.0,,6.58,0.78,0.0,0,On Time
ABF,DSB1532-004,2024-04-05,0,547.7,USD,514.28,29.58,0.0,,3.84,0,0.0,473.75,Prepayment
ABF,DSB2433-005,2025-01-10,44.18,914.58,USD,773.14,82.31,3.76,,10.7,0.49,0.0,0,Late
ABF,DSB2464-002,2025-01-10,0.84,14.13,USD,11.91,1.13,0.09,,0.15,0.01,0.0,0,Late
ABF,DSB2160-041,2024-09-23,40.43,454.45,USD,384.58,24.54,1.51,,3.19,0.2,0.0,0,On Time
ABF,DSB2160-034,2024-09-23,5.95,66.95,USD,56.66,3.62,0.22,,0.47,0.03,0.0,0,On Time
ABF,DSB2718-001,2025-04-14,102.08,"2,759.17",USD,"2,330.3",275.92,13.27,,35.87,1.73,0.0,0,Prepayment
