Company,Loan ID,True Payment Date,True Devolution,True Total Payment,True Payment Currency,True Principal Payment,True Interest Payment,True Fee Payment,True Other Payment,True Tax Payment,True Fee Tax Payment,True Rebates,True Outstanding Loan Value,True Payment Status
ABT,DSB0711-011,2025-04-05,21.84,218.4,USD,188.06,0,7.52,,0,0.98,0.0,0,Late
ABT,DSB0977-001,2025-04-05,154.62,"1,546.2",USD,"1,266.53",0,110.66,,0,14.39,0.0,0,Late
ABT,DSB0878-001,2025-04-23,0,"25,564.35",USD,"24,543.65",391.98,511.29,,50.96,66.47,0.0,442.94,Late
ABT,DSB1250-032,2025-07-04,0,"4,726.92",USD,"4,647.48",35.15,35.15,,4.57,4.57,0.0,0,On Time
ABT,DSB1049-015,2025-07-14,0,"2,697.69",USD,"2,500.62",115.4,59.0,,15,7.67,0.0,0,On Time
ABT,DSB0077-001,2024-07-24,0,"4,900",USD,"4,900",0,0.0,,0,0,0.0,"10,361.19",Prepayment
ABT,DSB0657-007,2025-01-15,18.74,453.6,USD,354.51,23.56,47.55,,3.06,6.18,0.0,0,Late
ABT,DSB0725-001,2025-02-17,249.51,"5,600",USD,"4,775.35",274.77,234.2,,35.72,30.45,0.0,0,Prepayment
ABT,DSB0392-001,2024-02-29,"1,501.69","5,878.87",USD,"3,518.28",289.24,470.85,,37.6,61.21,0.0,0,Prepayment
ABT,DSB1078-001,2025-05-23,825.43,"8,254.3",USD,"7,144.52",0,251.64,,0,32.71,0.0,0,On Time
ABT,DSB0302-001,2024-08-26,236.78,"2,367.8",USD,"1,975.23",0,137.87,,0,17.92,0.0,0,Prepayment
ABT,DSB0528-039,2024-12-06,0,9.94,USD,8.29,0.05,1.6,,0.01,0,0.0,34.45,Late
ABT,DSB0646-010,2024-12-18,533.07,"6,471.41",USD,"5,625.33",100.95,176.05,,13.12,22.89,0.0,0,Prepayment
ABT,DSB0528-065,2024-12-19,0.26,7.69,USD,7.41,0.02,0.0,,0,0,0.0,0,Late
ABT,DSB0208-001,2024-09-26,28.3,734.5,USD,621.53,39.96,34.97,,5.19,4.55,0.0,0,Late
ABT,DSB0777-001,2024-12-30,495.07,"4,950.77",USD,"4,218",0,210.35,,0,27.35,0.0,0,Prepayment
ABT,DSB0917-003,2025-07-07,639.5,"6,876.76",USD,"5,603.06",426.33,134.91,,55.42,17.54,0.0,0,Late
ABT,DSB0202-025,2024-10-01,215.35,"5,689.6",USD,"4,914.77",312.93,182.19,,40.68,23.68,0.0,0,Late
ABT,DSB0897-113,2025-03-07,100.93,"1,017",USD,903.39,0.68,10.54,,0.09,1.37,0.0,0,Late
ABT,DSB0267-001,2024-11-28,0,"6,151.4",USD,"6,021.42",115.03,0.0,,14.95,0,0.0,56.38,Late
ABT,DSB0476-001,2024-09-20,133.65,"1,336.5",USD,"1,110.5",0,81.73,,0,10.62,0.0,0,Late
ABT,DSB0604-001,2025-02-12,0,483.71,USD,467.42,14.42,0.0,,1.87,0,0.0,455.1,Late
ABT,DSB1043-001,2025-05-08,0,8.72,USD,6.32,2.12,0.0,,0.28,0,0.0,77.31,Prepayment
ABT,DSB1305-001,2025-07-28,0,"26,817.27",USD,"26,347.29",403.95,66.03,,0,0,0.0,0,Late
ABT,DSB1005-001,2025-07-28,0,"2,625.85",USD,"2,537.42",59.33,21.39,,7.71,0,0.0,0,Prepayment
ABT,DSB1313-005,2025-07-25,0,"1,226.75",USD,"1,185.62",14.62,21.78,,1.9,2.83,0.0,0,Prepayment
ABT,DSB0677-045,2025-01-06,215.46,"2,781",USD,"2,419.75",55.43,73.58,,7.21,9.57,0.0,0,Prepayment
ABT,DSB1200-001,2025-06-20,0,"7,551.23",USD,"7,500.03",0,45.31,,0,5.89,0.0,0,Prepayment
ABT,DSB0292-001,2024-09-02,100.49,"1,032.15",USD,825.96,2.41,91.13,,0.31,11.85,0.0,0,On Time
ABT,DSB0684-001,2024-12-27,61.95,739.87,USD,634.63,10.65,27.66,,1.38,3.6,0.0,0,Late
ABT,DSB0853-001,2025-05-02,"2,628.56","21,985.83",USD,"19,307.59",43.97,0.0,,5.72,0,0.0,0,On Time
ABT,DSB0593-001,2024-11-02,591.92,"5,919.2",USD,"4,997.58",0,291.77,,0,37.93,0.0,0,Late
ABT,DSB0311-001,2024-11-29,0,727.3,USD,454.6,241.33,0.0,,31.37,0,0.0,"3,388.36",Late
ABT,DSB0771-001,2025-01-10,483.64,"4,836.4",USD,"4,177.35",0,155.23,,0,20.18,0.0,0,On Time
ABT,DSB0974-018,2025-04-05,146.5,"1,487.36",USD,"1,321.2",1.98,15.42,,0.26,2,0.0,0,Prepayment
ABT,DSB0907-001,2025-03-28,963.88,"10,216",USD,"8,785.93",51.08,361.48,,6.64,46.99,0.0,0,On Time
ABT,DSB0193-001,2024-08-20,69.67,"1,091.32",USD,901.54,34.92,71.37,,4.54,9.28,0.0,0,On Time
ABT,DSB0867-001,2025-03-14,270.94,"2,772",USD,"2,338.68",5.54,138.16,,0.72,17.96,0.0,0,Prepayment
ABT,DSB1101-002,2025-07-04,120.23,"1,243.08",USD,"1,036.03",36.07,40.76,,4.69,5.3,0.0,0,On Time
ABT,DSB1101-009,2025-07-04,0,"1,932.9",USD,"1,773.8",66.11,74.69,,8.59,9.71,0.0,124.95,On Time
ABT,DSB1049-001,2025-07-14,0,365.47,USD,338.78,15.63,7.99,,2.03,1.04,0.0,0,On Time
ABT,DSB1211-001,2025-07-18,0,"8,215.41",USD,"7,637.08",355.52,156.27,,46.22,20.32,0.0,0,On Time
ABT,DSB0546-003,2024-10-10,83.1,863.5,USD,749.37,2.88,24.58,,0.37,3.2,0.0,0,Prepayment
ABT,DSB0657-008,2025-01-15,23.32,564.48,USD,441.17,29.32,59.17,,3.81,7.69,0.0,0,Late
ABT,DSB0988-010,2025-04-24,56.36,563.59,USD,484.43,0,20.18,,0,2.62,0.0,0,Prepayment
ABT,DSB0388-001,2024-09-30,0,"3,728.17",USD,"3,673.13",48.71,0.0,,6.33,0,0.0,"5,580.71",Late
ABT,DSB0262-004,2024-11-06,8.16,"1,559.4",USD,"1,337.9",130.78,58.02,,17,7.54,0.0,0,Late
ABT,DSB0262-003,2024-11-06,11.18,"2,135.7",USD,"1,832.34",179.11,79.46,,23.28,10.33,0.0,0,Late
ABT,DSB1001-002,2025-04-25,17,170,USD,141.62,0,10.07,,0,1.31,0.0,0,On Time
ABT,DSB0846-002,2025-04-25,456.89,"5,867.25",USD,"5,124.72",114.9,137.88,,14.94,17.92,0.0,0,Late
ABT,DSB1004-009,2025-04-29,0,"4,844.45",USD,"4,752.44",66.92,14.5,,8.7,1.89,0.0,75.63,Prepayment
ABT,DSB0747-001,2025-06-18,0,"1,500",USD,"1,143.86",315.17,0.0,,40.97,0,0.0,"13,439.7",Late
ABT,DSB1119-001,2025-06-05,"7,225.01","72,250.08",USD,"62,799.39",0,1969.63,,0,256.05,0.0,0,Prepayment
ABT,DSB0507-001,2024-10-14,"1,486.7","15,497.39",USD,"13,255.06",55.79,612.91,,7.25,79.68,0.0,0,On Time
ABT,DSB0841-004,2025-02-13,103.5,"1,035",USD,911.32,0,17.86,,0,2.32,0.0,0,Prepayment
ABT,DSB0362-001,2024-10-01,"1,797.95","8,395.04",USD,"6,231.39",323.62,0.0,,42.07,0,0.0,0,Late
ABT,DSB0609-001,2024-10-24,72.9,729,USD,631.4,0,21.86,,0,2.84,0.0,0,Prepayment
ABT,DSB0238-001,2024-11-12,0,"2,600.16",USD,"1,788.82",493,225.0,,64.09,29.25,0.0,"2,456.93",Late
ABT,DSB0897-072,2025-03-07,147.38,"1,485",USD,"1,319.1",0.99,15.4,,0.13,2,0.0,0,Late
ABT,DSB0261-006,2024-11-23,0,"1,377.66",USD,"1,129.48",160.83,58.8,,20.91,7.64,0.0,207.54,Late
ABT,DSB0458-001,2024-10-15,"8,166.41","100,800",USD,"87,468.54","1,693.44",2877.4,,220.15,374.06,0.0,0,Late
ABT,DSB1149-002,2025-06-09,45,450,USD,382.09,0,20.27,,0,2.64,0.0,0,Late
ABT,DSB0315-001,2024-11-22,11.23,"1,085",USD,921.45,86.08,48.72,,11.19,6.33,0.0,0,Late
ABT,DSB0792-001,2025-05-06,0,105.65,USD,105.13,0.46,0.0,,0.06,0,0.0,367.82,Late
ABT,DSB0197-005,2024-07-31,48.16,481.6,USD,401.48,0,28.28,,0,3.68,0.0,0,Late
ABT,DSB1239-009,2025-07-24,0,"3,531.65",USD,"3,410.92",65.35,41.49,,8.5,5.39,0.0,0,Prepayment
ABT,DSB0686-019,2025-02-11,23.63,576.11,USD,499.82,30.07,16.53,,3.91,2.15,0.0,0,Late
ABT,DSB0748-005,2025-02-11,39.9,637,USD,547.66,21.06,22.69,,2.74,2.95,0.0,0,Late
ABT,DSB0823-007,2025-01-30,121.5,"1,214.99",USD,"1,051.91",0,36.8,,0,4.78,0.0,0,Prepayment
ABT,DSB0695-003,2025-02-28,146.5,"6,650",USD,"5,735.95",458.85,220.4,,59.65,28.65,0.0,0,On Time
ABT,DSB0602-002,2024-11-05,"1,345.39","13,453.94",USD,"11,637.44",0,416.91,,0,54.2,0.0,0,Prepayment
ABT,DSB1095-001,2025-05-26,22.5,225,USD,187.25,0,13.5,,0,1.75,0.0,0,Late
ABT,DSB1053-012,2025-05-14,90.16,929.6,USD,815.63,2.48,18.59,,0.32,2.42,0.0,0,Late
ABT,DSB0783-010,2025-01-21,7.77,77.69,USD,63.23,0,5.92,,0,0.77,0.0,0,Prepayment
ABT,DSB0879-011,2025-04-04,27.87,367.25,USD,315.7,7.83,13.12,,1.02,1.71,0.0,0,Late
ABT,DSB0684-004,2025-01-20,0,"3,941.36",USD,"3,882.72",51.89,0.0,,6.75,0,0.0,"2,386.22",Late
ABT,DSB0772-004,2025-01-27,46.99,525.3,USD,448.05,4.9,21.88,,0.64,2.84,0.0,0,Late
ABT,DSB0732-006,2025-01-10,906.59,"9,772.55",USD,"8,404.64",62.54,345.71,,8.13,44.94,0.0,0,Late
ABT,DSB0371-001,2024-04-24,437.24,"4,714.36",USD,"3,935.29",0,302.5,,0,39.33,0.0,0,Prepayment
ABT,DSB1173-002,2025-07-31,"1,281.3","13,283.55",USD,"11,151.52",416.42,336.44,,54.13,43.74,0.0,0,Late
ABT,DSB0974-020,2025-04-05,132.15,"1,341.76",USD,"1,191.87",1.79,13.91,,0.23,1.81,0.0,0,Prepayment
ABT,DSB0518-002,2024-10-07,"1,038.49","10,384.87",USD,"8,934.02",0,364.92,,0,47.44,0.0,0,Prepayment
ABT,DSB0528-054,2024-12-13,0.66,17.24,USD,16.55,0.02,0.0,,0,0,0.0,0,Late
ABT,DSB0528-039,2024-12-05,0,5.07,USD,0,2.9,1.4,,0.38,0.39,0.0,42.74,Late
ABT,DSB0120-001,2024-08-20,257.26,"2,726.69",USD,"2,315.37",0,136.34,,0,17.72,0.0,0,On Time
ABT,DSB0975-001,2025-05-30,0,"6,888.9",USD,"6,777.8",98.32,0.0,,12.78,0,0.0,"4,460.01",Late
ABT,DSB1230-004,2025-07-04,0,"3,863.5",USD,"3,792.95",39.52,22.91,,5.14,2.98,0.0,0,Prepayment
ABT,DSB1180-005,2025-07-03,76,766.01,USD,651.84,5.32,28.46,,0.69,3.7,0.0,0,Late
ABT,DSB0325-001,2024-10-25,5.02,113,USD,96.32,5.56,4.76,,0.72,0.62,0.0,0,Late
ABT,DSB0206-001,2024-08-28,294.6,336.35,USD,36.94,4.26,0.0,,0.55,0,0.0,0,Late
ABT,DSB0012-001,2024-06-12,12.79,169.5,USD,143.93,2.83,8.48,,0.37,1.1,0.0,0,Late
ABT,DSB0674-002,2025-01-14,100.89,"1,610.77",USD,"1,367.15",53.26,73.05,,6.92,9.5,0.0,0,Late
ABT,DSB1011-001,2025-05-23,543.74,"7,056",USD,"6,088.1",143.24,232.12,,18.62,30.18,0.0,0,Prepayment
ABT,DSB0388-001,2024-08-23,0,"14,689.82",USD,"7,849.23","4,699.28",1354.34,,610.91,176.06,0.0,"13,822.89",Prepayment
ABT,DSB0694-001,2024-12-19,64.98,649.75,USD,553.96,0,27.27,,0,3.54,0.0,0,On Time
ABT,DSB0487-001,2024-11-26,0,254.11,USD,8.22,217.6,0.0,,28.29,0,0.0,"15,791.75",Late
ABT,DSB0568-002,2024-11-21,0,477.42,USD,454.84,19.98,0.0,,2.6,0,0.0,"2,177.53",Late
ABT,DSB1094-005,2025-05-22,0,"1,090",USD,"1,086.93",0,2.72,,0,0.35,0.0,0,Prepayment
ABT,DSB1004-013,2025-04-29,0,"2,444.1",USD,"2,397.68",33.76,7.32,,4.39,0.95,0.0,38.15,Prepayment
ABT,DSB1004-006,2025-04-29,0,"3,633.34",USD,"3,564.34",50.19,10.88,,6.52,1.41,0.0,56.71,Prepayment
ABT,DSB0394-001,2024-02-23,276.64,"2,856",USD,"2,489.76",0,79.29,,0,10.31,0.0,0,On Time
ABT,DSB0915-001,2025-04-28,52.43,684.09,USD,599.19,14.14,14.59,,1.84,1.9,0.0,0,Late
ABT,DSB0934-002,2025-04-07,480.34,"4,972",USD,"4,264.81",14.92,185.83,,1.94,24.16,0.0,0,Late
ABT,DSB0396-002,2024-04-01,271.05,"2,979.81",USD,"2,439.49",0,238.29,,0,30.98,0.0,0,Prepayment
ABT,DSB0482-001,2024-10-28,"2,303","35,571",USD,"30,504.72","1,109.82",1335.56,,144.28,173.62,0.0,0,Prepayment
ABT,DSB0897-106,2025-03-07,147.38,"1,485",USD,"1,319.1",0.99,15.4,,0.13,2,0.0,0,Late
ABT,DSB0528-026,2024-11-23,2.09,32.67,USD,30.5,0.07,0.0,,0.01,0,0.0,0,Late
ABT,DSB0702-001,2024-12-02,306.8,"3,067.95",USD,"2,631.63",0,114.62,,0,14.9,0.0,0,On Time
ABT,DSB0656-001,2024-12-17,"2,398.84","27,800",USD,"24,078.26",337.31,833.4,,43.85,108.34,0.0,0,Late
ABT,DSB0047-001,2024-06-10,500.1,"5,174.4",USD,"4,500.88",0,153.47,,0,19.95,0.0,0,On Time
ABT,DSB0654-003,2025-01-29,374.25,"10,192",USD,"8,839.77",570.75,294.72,,74.2,38.31,0.0,0,Prepayment
ABT,DSB0818-002,2025-01-29,229.12,"2,291.25",USD,"2,020.15",0,37.15,,0,4.83,0.0,0,Prepayment
ABT,DSB0836-001,2025-03-03,197.62,"2,086.26",USD,"1,744.6",9.74,117.73,,1.27,15.3,0.0,0,Late
ABT,DSB0748-007,2025-02-11,136.79,"2,184",USD,"1,877.7",72.22,77.79,,9.39,10.11,0.0,0,Late
ABT,DSB0568-002,2025-01-30,146.5,746.28,USD,598.82,0.85,0.0,,0.11,0,0.0,0,Late
ABT,DSB1306-001,2025-07-28,0,"24,346.74",USD,"23,920.06",366.73,59.95,,0,0,0.0,0,Late
ABT,DSB1208-001,2025-07-16,0,"4,259.19",USD,"4,128.81",73.62,41.76,,9.57,5.43,0.0,0,Late
ABT,DSB1255-003,2025-07-25,0,"1,066.69",USD,"1,036.85",16.97,9.43,,2.21,1.23,0.0,0,Prepayment
ABT,DSB0358-001,2025-05-07,0,"3,967.14",USD,"3,904.99",0,55.0,,0,7.15,0.0,"1,066.35",Late
ABT,DSB0709-001,2024-12-11,84.6,846,USD,745,0,14.51,,0,1.89,0.0,0,Prepayment
ABT,DSB0431-005,2024-11-18,0,49.22,USD,0,69.56,0.0,,9.04,0,0.0,803.95,Late
ABT,DSB0581-002,2024-11-04,"2,838.83","29,000",USD,"25,145.35",54.13,844.82,,7.04,109.83,0.0,0,On Time
ABT,DSB1077-005,2025-05-02,127.66,"1,276.56",USD,"1,132.97",0,14.1,,0,1.83,0.0,0,On Time
ABT,DSB0549-001,2025-01-24,552.29,"5,228.74",USD,"4,455.13",167.32,32.24,,21.75,0,0.0,0,Late
ABT,DSB0594-001,2024-12-23,103.4,"2,201.6",USD,"1,901.83",103.33,70.45,,13.43,9.16,0.0,0,Late
ABT,DSB0686-017,2025-01-10,81.33,"1,105.59",USD,959.18,25.87,31.73,,3.36,4.12,0.0,0,Late
ABT,DSB0316-001,2024-12-20,0,"1,560",USD,"1,242.13",173.26,108.04,,22.52,14.05,0.0,39.78,Late
ABT,DSB1052-003,2025-05-20,44.94,510,USD,433.68,5.36,22.41,,0.7,2.91,0.0,0,Late
ABT,DSB0528-049,2024-10-07,0.78,1.8,USD,1.02,0,0.0,,0,0,0.0,0,Prepayment
ABT,DSB0578-038,2024-11-01,5.44,54.39,USD,46.94,0,1.78,,0,0.23,0.0,0,On Time
ABT,DSB1229-001,2025-07-04,0,"21,830.78",USD,"20,986.45",426.97,320.22,,55.51,41.63,0.0,0,On Time
ABT,DSB1231-003,2025-07-04,0,"7,727",USD,"7,585.88",79.05,45.83,,10.28,5.96,0.0,0,Prepayment
ABT,DSB1250-045,2025-07-04,0,"1,158.64",USD,"1,139.16",8.62,8.62,,1.12,1.12,0.0,0,On Time
ABT,DSB1064-006,2025-07-14,0,"12,950.85",USD,"12,067.92",502.74,278.61,,65.36,36.22,0.0,0,Prepayment
ABT,DSB1064-007,2025-07-14,0,"3,062.11",USD,"2,853.35",118.87,65.88,,15.45,8.56,0.0,0,Prepayment
ABT,DSB1264-005,2025-07-18,0,"1,571.67",USD,"1,541.42",17.46,9.31,,2.27,1.21,0.0,0,Prepayment
ABT,DSB1147-001,2025-06-11,"1,623.94","16,239.48",USD,"14,211.9",0,357.2,,0,46.44,0.0,0,Prepayment
ABT,DSB0940-001,2025-04-24,353.89,"3,587.5",USD,"3,020.66",4.3,184.15,,0.56,23.94,0.0,0,Late
ABT,DSB0988-002,2025-04-24,183.62,"1,836.25",USD,"1,578.33",0,65.75,,0,8.55,0.0,0,Prepayment
ABT,DSB0845-002,2025-04-22,457.67,"9,702",USD,"8,413.12",453.57,282.02,,58.96,36.66,0.0,0,Prepayment
ABT,DSB0528-001,2024-11-11,0,9.92,USD,9.84,0.07,0.0,,0.01,0,0.0,9.64,Late
ABT,DSB0554-004,2024-10-29,11.86,125.44,USD,106.85,0.6,5.35,,0.08,0.7,0.0,0,Late
ABT,DSB0828-001,2025-03-11,207.19,"2,716.56",USD,"2,275.31",57.05,150.08,,7.42,19.51,0.0,0,Late
ABT,DSB1252-004,2025-07-29,0,"6,125.4",USD,"5,939.28",110.71,54.0,,14.39,7.02,0.0,0,Prepayment
ABT,DSB0487-002,2024-12-06,266.51,"14,636.69",USD,"14,350.88",17.08,0.0,,2.22,0,0.0,0,Late
ABT,DSB0686-007,2025-02-10,0,21.07,USD,0,12.67,0.0,,1.65,6.75,0.0,"4,080.04",Late
ABT,DSB0329-002,2024-09-28,25.54,306.32,USD,244.01,4.51,28.03,,0.59,3.64,0.0,0,Late
ABT,DSB0243-001,2024-09-25,133.46,"2,747.03",USD,"2,301.53",124.99,151.15,,16.25,19.65,0.0,0,Late
ABT,DSB0530-013,2024-10-14,177.79,"1,777.91",USD,"1,517.31",0,73.28,,0,9.53,0.0,0,Late
ABT,DSB0530-005,2024-10-14,10.79,107.96,USD,92.14,0,4.45,,0,0.58,0.0,0,Late
ABT,DSB0841-001,2025-02-13,216.5,"2,165",USD,"1,906.27",0,37.37,,0,4.86,0.0,0,Prepayment
ABT,DSB0875-003,2025-05-11,146.21,"3,662.4",USD,"3,176.89",194.72,105.55,,25.31,13.72,0.0,0,Prepayment
ABT,DSB1184-003,2025-06-24,505.66,"5,056.63",USD,"4,360.17",0,168.85,,0,21.95,0.0,0,Prepayment
ABT,DSB0609-004,2024-10-24,64.35,643.5,USD,557.34,0,19.3,,0,2.51,0.0,0,Prepayment
ABT,DSB0861-001,2025-04-16,0,901.17,USD,802.34,87.46,0.0,,11.37,0,0.0,"2,082.45",Late
ABT,DSB0897-049,2025-03-07,100.93,"1,017",USD,903.39,0.68,10.54,,0.09,1.37,0.0,0,Late
ABT,DSB0541-003,2024-11-28,11.84,257.6,USD,213.18,12.32,16.51,,1.6,2.15,0.0,0,Late
ABT,DSB0023-003,2024-07-19,"4,344.85","46,514.79",USD,"39,103.83",0,2713.37,,0,352.74,0.0,0,Prepayment
ABT,DSB0735-001,2025-01-09,"1,033.04","10,440.52",USD,"9,003.99",9.74,347.33,,1.27,45.15,0.0,0,Late
ABT,DSB0389-001,2024-04-10,655.71,"7,229.14",USD,"5,979.76",7.71,517.66,,1,67.3,0.0,0,Prepayment
ABT,DSB0261-004,2024-10-11,21.16,549.18,USD,470.86,29.88,20.71,,3.88,2.69,0.0,0,Prepayment
ABT,DSB0486-005,2025-02-04,0,51.61,USD,7.38,0,39.14,,0,5.09,0.0,510.89,Late
ABT,DSB1239-008,2025-07-24,0,"2,355.82",USD,"2,275.28",43.59,27.68,,5.67,3.6,0.0,0,Prepayment
ABT,DSB0621-022,2024-11-07,148.5,"1,485",USD,"1,287.82",0,43.08,,0,5.6,0.0,0,On Time
ABT,DSB0677-078,2025-01-06,76.7,990,USD,861.41,19.73,26.19,,2.56,3.41,0.0,0,Prepayment
ABT,DSB0677-009,2025-01-06,55.78,720,USD,626.47,14.35,19.05,,1.87,2.48,0.0,0,Prepayment
ABT,DSB0528-065,2024-12-16,0,4.61,USD,2.85,0.84,0.72,,0.11,0.09,0.0,7.41,Late
ABT,DSB1055-002,2025-05-12,0,576.2,USD,502.64,0,65.1,,0,8.46,0.0,491.65,Late
ABT,DSB0686-009,2025-05-14,0,"2,249.74",USD,"2,056.52",44.48,126.51,,5.78,16.45,0.0,"1,768.11",Late
ABT,DSB0249-002,2024-11-19,181.79,"2,484.8",USD,"2,133.89",30.98,118.68,,4.03,15.43,0.0,0,Late
ABT,DSB0264-007,2025-01-24,0,"3,028.08",USD,"2,287.13",540.8,114.91,,70.3,14.94,0.0,389.94,Late
ABT,DSB0400-001,2024-09-15,192.1,"1,921",USD,"1,588.6",0,124.16,,0,16.14,0.0,0,Prepayment
ABT,DSB0169-001,2024-08-02,525.56,"6,250",USD,"5,323.28",58.33,296.67,,7.58,38.57,0.0,0,Late
ABT,DSB0732-005,2025-01-10,31.45,339,USD,291.55,2.17,11.99,,0.28,1.56,0.0,0,Late
ABT,DSB0541-002,2024-11-20,0,210.7,USD,180.83,9.92,16.51,,1.29,2.15,0.0,32.35,Late
ABT,DSB0569-006,2024-11-01,104.82,"1,120",USD,960.25,6.35,42.26,,0.83,5.49,0.0,0,Prepayment
ABT,DSB0579-001,2024-11-01,"11,048.1","110,480.99",USD,"95,875.12",0,3148.47,,0,409.3,0.0,0,Prepayment
ABT,DSB0362-001,2024-08-20,0,"18,656.81",USD,"16,637.21",392.21,1395.04,,50.99,181.36,0.0,"7,157.39",Prepayment
ABT,DSB0159-001,2024-06-13,32.42,627.2,USD,486.86,19.19,76.32,,2.49,9.92,0.0,0,Late
ABT,DSB1049-008,2025-07-14,0,"1,076.56",USD,997.91,46.05,23.55,,5.99,3.06,0.0,0,On Time
ABT,DSB1253-003,2025-07-18,0,"2,745.38",USD,"2,707.81",0,33.25,,0,4.32,0.0,25.95,Prepayment
ABT,DSB0763-005,2025-02-17,0,"8,031.12",USD,"6,910.38",505.43,486.37,,65.71,63.23,0.0,"8,942.04",Late
ABT,DSB0486-002,2024-11-26,59.51,"2,164.4",USD,"1,794.8",138.88,135.54,,18.05,17.62,0.0,0,Late
ABT,DSB0469-003,2024-10-30,448.61,"1,551.56",USD,954.48,56.11,75.28,,7.29,9.79,0.0,0,Prepayment
ABT,DSB0472-004,2024-09-26,504.47,"1,528.69",USD,909.82,0,101.24,,0,13.16,0.0,0,Late
ABT,DSB1002-009,2025-07-09,105.26,800.78,USD,663.67,28.19,0.0,,3.66,0,0.0,0,Late
ABT,DSB0732-011,2024-12-30,25.73,257.24,USD,221.23,0,9.1,,0,1.18,0.0,0,Prepayment
ABT,DSB0083-001,2024-12-09,0,"1,414.07",USD,"1,328.14",76.04,0.0,,9.89,0,0.0,"1,451.84",Late
ABT,DSB1070-001,2025-05-21,400,"4,000",USD,"3,440.65",0,141.02,,0,18.33,0.0,0,Prepayment
ABT,DSB0897-067,2025-03-07,100.93,"1,017",USD,903.39,0.68,10.54,,0.09,1.37,0.0,0,Late
ABT,DSB0813-002,2025-03-07,86.06,"3,803.13",USD,"3,402.64",117.36,160.89,,15.26,20.92,0.0,0,Prepayment
ABT,DSB0910-009,2025-03-24,152.55,"1,525.5",USD,"1,311.17",0,54.67,,0,7.11,0.0,0,On Time
ABT,DSB0723-002,2025-01-09,189.76,"2,090.5",USD,"1,786.96",17.07,83.62,,2.22,10.87,0.0,0,Late
ABT,DSB0478-001,2024-09-20,220.6,"2,206",USD,"1,873.39",0,99.12,,0,12.89,0.0,0,Late
ABT,DSB0811-002,2025-02-12,"3,968.88","40,606.55",USD,"35,628.19",81.21,812.13,,10.56,105.58,0.0,0,Prepayment
ABT,DSB0535-001,2024-11-22,244.88,968.57,USD,694.58,25.76,0.0,,3.35,0,0.0,0,Late
ABT,DSB0161-001,2024-05-18,75.3,963.2,USD,777.64,9.82,87.75,,1.28,11.41,0.0,0,Late
ABT,DSB0823-011,2025-01-30,522.05,"5,220.55",USD,"4,519.82",0,158.12,,0,20.56,0.0,0,Prepayment
ABT,DSB0823-009,2025-01-30,118.99,"1,189.97",USD,"1,030.25",0,36.04,,0,4.69,0.0,0,Prepayment
ABT,DSB0377-001,2024-03-26,"1,104.7","12,746.4",USD,"10,686.54",65.86,779.42,,8.56,101.32,0.0,0,On Time
ABT,DSB0901-002,2025-03-20,131.92,"1,319.16",USD,"1,114.83",0,64.08,,0,8.33,0.0,0,On Time
ABT,DSB1043-001,2025-05-07,0,"6,111.18",USD,"5,964.13",66.3,63.83,,8.62,8.3,0.0,83.64,Prepayment
ABT,DSB0699-001,2025-01-08,14.85,"12,903",USD,"12,208.75",121.19,480.04,,15.76,62.41,0.0,0,Prepayment
ABT,DSB0677-029,2025-01-06,78.79,"1,017",USD,884.89,20.27,26.91,,2.64,3.5,0.0,0,Prepayment
ABT,DSB0677-021,2025-01-06,125.51,"1,620",USD,"1,409.57",32.29,42.86,,4.2,5.57,0.0,0,Prepayment
ABT,DSB0677-061,2025-01-06,78.79,"1,017",USD,884.89,20.27,26.91,,2.64,3.5,0.0,0,Prepayment
ABT,DSB0263-002,2024-12-03,0,888.78,USD,877.4,10.07,0.0,,1.31,0,0.0,37.18,Late
ABT,DSB0588-003,2024-11-05,170.36,"1,703.52",USD,"1,464.55",0,60.72,,0,7.89,0.0,0,Late
ABT,DSB0528-029,2024-11-27,0,0.39,USD,0.38,0.01,0.0,,0,0,0.0,2.19,Late
ABT,DSB0417-002,2023-12-16,0,"2,183.48",USD,"1,908.08",71.76,171.96,,9.33,22.35,0.0,81.09,Late
ABT,DSB0014-001,2024-09-02,0,176.36,USD,172.41,3.5,0.0,,0.46,0,0.0,11,Late
ABT,DSB0420-001,2023-11-06,0,"7,533.31",USD,"6,824.77",25.61,601.42,,3.33,78.18,0.0,28.94,Late
ABT,DSB0716-001,2024-12-27,432.32,"4,323.2",USD,"3,734.56",0,138.34,,0,17.98,0.0,0,On Time
ABT,DSB0684-003,2025-01-13,828.08,"2,026.38",USD,"1,170.82",24.32,0.0,,3.16,0,0.0,0,Late
ABT,DSB0879-024,2025-05-02,4.35,103.2,USD,88.71,5.28,3.69,,0.69,0.48,0.0,0,On Time
ABT,DSB0219-002,2024-09-16,20.26,395.5,USD,323.04,17.07,29.12,,2.22,3.79,0.0,0,Prepayment
ABT,DSB0332-001,2024-04-19,126.47,"1,313.18",USD,"1,138.23",0,42.9,,0,5.58,0.0,0,On Time
ABT,DSB0463-008,2024-09-12,19.32,193.23,USD,165.56,0,7.39,,0,0.96,0.0,0,Prepayment
ABT,DSB0276-003,2024-11-15,0,291.36,USD,282.72,7.65,0.0,,0.99,0,0.0,525.6,Late
