Company,Loan ID,Payment Date,Tpv,Total Payment,Currency,Principal Payment,Interest Payment,Fee Payment,Other Payment,Tax Payment,All Rebates,Outstanding Loan Value
ABF,DSB3034-002,2025-07-13,"3,575.07","3,706.364446",USD,"3,534.67",116.189775,35.75,,19.752171,,
ABF,DSB3034-001,2025-07-13,"4,297.88","4,455.719643",USD,"4,249.31",139.6811,42.98,,23.745943,,
ABF,DSB3039-001,2025-07-13,"3,600","3,722.04",USD,"3,538.98",108,54,,21.06,,
ABT,DSB1241-001,2025-07-13,"11,695.5","11,853.694503",USD,"11,563.34",139.995135,116.96,,33.404168,,
ABT,DSB1235-001,2025-07-13,"13,221","13,419.698409",USD,"13,071.6",175.8393,132.21,,40.046409,,
ABF,DSB3030-001,2025-07-13,"14,164.26","14,764.470518",USD,"14,004.21",531.15975,141.64,,87.463968,,
ABF,DSB3038-001,2025-07-13,"14,365.8","14,974.550775",USD,"14,203.46",538.7175,143.66,,88.709075,,
ABF,DSB3036-001,2025-07-13,"16,998.15","17,718.446606",USD,"16,517.96",637.430625,424.95,,138.109481,,
ABF,DSB2998-002,2025-07-12,392,380.64,USD,354.51,21.17,1.96,,3,,
ABF,DSB2998-004,2025-07-12,508.5,493.765,USD,459.86,27.46,2.54,,3.9,,
ABF,DSB2998-001,2025-07-12,616,598.15,USD,557.08,33.26,3.08,,4.72,,
ABF,DSB3044-001,2025-07-12,335.66,346.343498,USD,331.86,9.454423,3.36,,1.665875,,
ABF,DSB2998-003,2025-07-12,"1,140","1,106.96",USD,"1,030.97",61.56,5.69,,8.74,,
ABF,DSB2894-001,2025-07-12,"1,538.8","1,551.42",USD,"1,292.98",215.43,13.27,,29.74,,
ABT,DSB1310-001,2025-07-12,"8,721.77","8,844.965001",USD,"8,647.86",109.022125,65.41,,22.676176,,
ABT,DSB1135-001,2025-07-12,"7,841.98","7,412.239496",USD,"6,641.17",313.6792,368.68,,88.706696,,
ABT,DSB0956-001,2025-07-11,"100,000","108,740.55",USD,"100,000","7,735",0,,"1,005.55",,
ABF,DSB2957-002,2025-07-11,292.5,289.945,USD,246.45,36.56,1.92,,5,,
ABT,DSB1230-001,2025-07-11,739.36,750.638937,USD,734.34,9.98136,4.44,,1.874777,,
ABF,DSB3061-002,2025-07-11,444.75,452.372274,USD,439.72,6.745375,4.45,,1.455399,,
ABF,DSB3025-001,2025-07-11,914.2,952.939225,USD,903.87,34.2825,9.14,,5.644925,,
ABT,DSB1233-001,2025-07-11,"1,118.7","1,154.095668",USD,"1,106.06",31.3236,11.19,,5.526768,,
ABT,DSB1233-003,2025-07-11,"1,118.7","1,154.095668",USD,"1,106.06",31.3236,11.19,,5.526768,,
ABF,DSB2957-001,2025-07-11,"1,725.07","1,709.9795",USD,"1,453.49",215.63,11.35,,29.51,,
ABF,DSB3064-001,2025-07-11,"1,181.11","1,204.46645",USD,"1,167.76",20.669425,11.81,,4.222325,,
ABF,DSB2985-001,2025-07-11,"1,276.82","1,189.177",USD,"1,070.3",91.93,13.27,,13.68,,
ABT,DSB1231-008,2025-07-11,"2,562.84","2,601.936124",USD,"2,545.46",34.59834,15.38,,6.497184,,
ABT,DSB1231-009,2025-07-11,"2,933.03","2,977.773373",USD,"2,913.14",39.595905,17.6,,7.435468,,
ABT,DSB1230-002,2025-07-11,"2,957.44","3,002.555747",USD,"2,937.39",39.92544,17.74,,7.496507,,
ABT,DSB1230-003,2025-07-11,"3,091.68","3,138.843578",USD,"3,070.72",41.73768,18.55,,7.837398,,
ABT,DSB1231-002,2025-07-11,"3,103.88","3,151.229689",USD,"3,082.84",41.90238,18.62,,7.867909,,
ABT,DSB1231-005,2025-07-11,"3,103.88","3,151.229689",USD,"3,082.84",41.90238,18.62,,7.867909,,
ABT,DSB1230-004,2025-07-11,"3,818.84","3,877.096404",USD,"3,792.95",51.55434,22.91,,9.680364,,
ABT,DSB1230-006,2025-07-11,"3,818.84","3,877.096404",USD,"3,792.95",51.55434,22.91,,9.680364,,
ABT,DSB1185-001,2025-07-11,"1,105.6","1,012.530592",USD,960.06,15.4784,30.96,,6.036992,,
ABT,DSB1271-001,2025-07-11,"3,906.45","3,978.182189",USD,"3,871.14",63.479813,31.25,,12.314876,,
ABT,DSB1231-001,2025-07-11,"5,357.56","5,439.289578",USD,"5,321.23",72.32706,32.15,,13.582018,,
ABT,DSB1230-007,2025-07-11,"6,242.33","6,337.556744",USD,"6,200.01",84.271455,37.45,,15.823789,,
ABT,DSB1230-005,2025-07-11,"7,012.22","7,119.191416",USD,"6,964.68",94.66497,42.07,,17.775546,,
ABF,DSB3061-001,2025-07-11,"4,280.04","4,353.392752",USD,"4,231.68",64.91394,42.8,,14.002812,,
ABT,DSB1233-002,2025-07-11,"4,474.8","4,616.382672",USD,"4,424.23",125.2944,44.75,,22.105772,,
ABT,DSB1231-003,2025-07-11,"7,637.67","7,754.182656",USD,"7,585.88",103.108545,45.83,,19.362011,,
ABT,DSB1231-007,2025-07-11,"7,637.67","7,754.182656",USD,"7,585.88",103.108545,45.83,,19.362011,,
ABT,DSB1231-004,2025-07-11,"7,759.71","7,878.084376",USD,"7,707.1",104.756085,46.56,,19.671091,,
ABT,DSB1184-001,2025-07-11,"1,576.4","1,443.698648",USD,"1,359.28",22.0696,52.64,,9.712248,,
ABT,DSB1231-006,2025-07-11,"8,929.26","9,065.475861",USD,"8,868.71",120.54501,53.58,,22.636251,,
ABT,DSB1137-001,2025-07-11,967.42,900.266864,USD,777.92,26.184835,82.09,,14.075729,,
ABT,DSB1184-002,2025-07-11,"3,566.1","3,265.905702",USD,"3,074.93",49.9254,119.08,,21.970702,,
ABT,DSB1184-003,2025-07-11,"5,056.63","4,630.962887",USD,"4,360.17",70.79282,168.85,,31.153567,,
ABT,DSB1132-001,2025-07-11,"45,255.69","46,943.27468",USD,"44,999.99","1,493.43777",226.28,,223.56331,,
ABT,PC0002-001,2025-07-11,"17,345.51","17,345.51",USD,"16,659.6",0,607,,78.91,,
ABT,DSB1279-004,2025-07-10,452.7,459.094388,USD,447.84,5.65875,4.3,,1.294638,,
ABT,DSB1279-006,2025-07-10,647.1,656.240288,USD,640.15,8.08875,6.15,,1.851038,,
ABT,DSB1279-001,2025-07-10,"1,551.6","1,573.51635",USD,"1,534.94",19.395,14.74,,4.43755,,
ABT,DSB1279-003,2025-07-10,"1,840.5","1,866.497063",USD,"1,820.75",23.00625,17.48,,5.263213,,
ABT,DSB1279-005,2025-07-10,"1,957.95","1,985.606044",USD,"1,936.93",24.474375,18.6,,5.599669,,
ABT,DSB1279-002,2025-07-10,"2,005.2","2,033.52345",USD,"1,983.67",25.065,19.05,,5.73495,,
ABT,DSB1228-001,2025-07-10,"3,143.52","3,189.343091",USD,"3,107.99",40.551408,31.44,,9.358883,,
ABF,DSB3062-001,2025-07-10,"5,261.68","5,362.162303",USD,"5,205.3",88.922392,49.89,,18.045611,,
ABF,DSB3062-002,2025-07-10,"5,261.68","5,362.162303",USD,"5,205.3",88.922392,49.89,,18.045611,,
ABF,DSB3062-003,2025-07-10,"5,261.68","5,362.162303",USD,"5,205.3",88.922392,49.89,,18.045611,,
ABT,DSB1224-001,2025-07-10,"9,396.47","9,653.071935",USD,"9,263.74",227.081358,117.46,,44.790377,,
ABT,DSB1232-001,2025-07-10,"15,472.8","15,708.837564",USD,"15,210.54",208.8828,232.09,,57.326464,,
ABT,DSB1223-001,2025-07-10,"31,534.68","32,425.53471",USD,"31,178.33",788.367,315.35,,143.48321,,
ABT,DSB1015-002,2025-07-10,"27,428.11","25,984.970849",USD,"24,111.91","1,150.152079",507.42,,215.48437,,
ABT,DSB1125-001,2025-07-09,549.18,567.855122,USD,546.07,16.526657,2.75,,2.505965,,
ABT,DSB1125-002,2025-07-09,576.64,596.248913,USD,573.39,17.35302,2.88,,2.630293,,
ABT,DSB1129-003,2025-07-09,519.12,537.011471,USD,507.39,15.83316,10.38,,3.407711,,
ABT,DSB1131-002,2025-07-09,984.01,"1,016.256008",USD,961.77,28.53629,19.68,,6.268118,,
ABT,DSB1129-001,2025-07-09,"1,106.78","1,144.925173",USD,"1,081.76",33.75679,22.14,,7.266583,,
ABT,DSB1129-004,2025-07-09,"2,015.14","2,084.5918",USD,"1,969.6",61.46177,40.3,,13.22903,,
ABT,DSB1125-003,2025-07-09,"8,491.94","8,780.712383",USD,"8,443.96",255.550781,42.46,,38.741402,,
ABT,DSB1129-002,2025-07-09,"2,175.26","2,250.230336",USD,"2,126.09",66.34543,43.51,,14.281206,,
ABT,DSB1131-001,2025-07-09,"5,116.61","5,284.28131",USD,"5,000.98",148.38169,102.33,,32.59252,,
ABT,DSB1082-001,2025-07-09,"11,500","10,934.775",USD,"9,940.88",517.5,362.05,,114.3415,,
ABF,DSB2989-001,2025-07-08,"1,200","1,165.22",USD,"1,086.3",64.8,5.05,,9.08,,
ABF,DSB2989-002,2025-07-08,"4,450","4,321.04",USD,"4,028.35",240.3,18.71,,33.67,,
ABF,DSB2989-003,2025-07-08,"4,452","4,322.98",USD,"4,030.17",240.41,18.72,,33.68,,
ABT,DSB1031-003,2025-07-08,"12,180","11,787.804",USD,"10,530.22",730.8,382.11,,144.6783,,
ABT,DSB1031-002,2025-07-08,"18,381.99","17,790.089922",USD,"15,892.14","1,102.9194",576.68,,218.347922,,
ABT,DSB1105-001,2025-07-07,101.7,105.21505,USD,101.12,3.110664,0.51,,0.470686,,
ABF,DSB2950-004,2025-07-07,200,192.6,USD,169.35,20,0.58,,2.68,,
ABF,DSB2950-002,2025-07-07,229.5,221.005,USD,194.33,22.95,0.66,,3.07,,
ABF,DSB2950-003,2025-07-07,230,221.49,USD,194.75,23,0.66,,3.08,,
ABF,DSB2950-001,2025-07-07,790.5,761.255,USD,669.35,79.05,2.28,,10.58,,
ABF,DSB2958-005,2025-07-07,"1,410.76","1,313.926",USD,"1,194.86",101.57,3.79,,13.69,,
ABF,DSB2958-001,2025-07-07,"1,410.29","1,313.4865",USD,"1,194.46",101.54,3.79,,13.69,,
ABT,DSB1105-004,2025-07-07,769.87,796.478965,USD,765.52,23.547757,3.85,,3.561708,,
ABF,DSB2958-003,2025-07-07,"1,657.03","1,543.2955",USD,"1,403.44",119.31,4.45,,16.09,,
ABF,DSB2958-002,2025-07-07,"1,733.15","1,614.1875",USD,"1,467.91",124.79,4.66,,16.83,,
ABT,DSB1105-003,2025-07-07,"1,009.72","1,044.618885",USD,"1,004.01",30.883969,5.05,,4.671416,,
ABF,DSB2950-005,2025-07-07,"3,150","3,033.45",USD,"2,667.23",315,9.09,,42.13,,
ABF,DSB2958-004,2025-07-07,"3,669.06","3,417.211",USD,"3,107.56",264.17,9.86,,35.62,,
ABF,DSB2954-001,2025-07-07,"1,260","1,248.98",USD,"1,056",157.5,13.27,,22.21,,
ABF,DSB2953-001,2025-07-07,"1,780.51","1,694.5135",USD,"1,498.44",160.25,13.27,,22.56,,
ABT,DSB1105-002,2025-07-07,"2,947.9","3,049.788072",USD,"2,931.24",90.166435,14.74,,13.637837,,
ABF,DSB3022-001,2025-07-07,"1,619.86","1,696.738556",USD,"1,583.25",68.03412,32.4,,13.056436,,
ABT,DSB1112-001,2025-07-07,"4,801.41","4,946.056318",USD,"4,692.9",128.005591,96.03,,29.124627,,
ABT,DSB1031-001,2025-07-07,"9,520","9,202.6984",USD,"8,230.51",561.68,298.66,,111.8442,,
ABT,DSB1113-001,2025-07-07,"17,200","17,718.16376",USD,"16,811.28",458.552,344,,104.33176,,
ABT,DSB1117-001,2025-07-07,"25,425","26,201.961728",USD,"24,850.4",687.57675,508.5,,155.489978,,
ABT,DSB1126-001,2025-07-07,"25,425","26,201.961728",USD,"24,850.4",687.57675,508.5,,155.489978,,
ABT,DSB1218-001,2025-07-06,"6,712.2","6,958.705545",USD,"6,636.35",218.1465,67.12,,37.084645,,
ABT,DSB1219-001,2025-07-06,"12,647.41","13,076.157199",USD,"12,504.5",379.4223,126.47,,65.765999,,
ABT,DSB1221-001,2025-07-06,"65,025.79","66,862.768568",USD,"64,107.3","1,625.64475",812.82,,317.000418,,
ABT,DSB1201-001,2025-07-05,"1,251.94","1,287.307305",USD,"1,220.18",31.2985,28.11,,7.723105,,
ABF,DSB3046-001,2025-07-05,"3,235.89","3,303.231568",USD,"3,199.32",59.594308,32.36,,11.95406,,
ABT,DSB1201-002,2025-07-05,"2,253.48","2,317.14081",USD,"2,196.3",56.337,50.6,,13.90181,,
ABT,DSB1144-001,2025-07-05,"1,232","1,142.21184",USD,"1,033.21",29.568,66.89,,12.53954,,
ABT,DSB1144-002,2025-07-05,"1,774.94","1,645.582373",USD,"1,488.56",42.59856,96.36,,18.064613,,
ABT,DSB1103-001,2025-07-05,"27,616.58","29,278.729894",USD,"27,460.55",831.074947,156.03,,987.104947,,
ABT,DSB1203-001,2025-07-05,"96,181.64","98,898.77133",USD,"94,823.07","2,404.541","1,202.27",,468.88543,,
ABF,DSB2878-003,2025-07-04,232.45,234.3525,USD,196.22,32.54,1.21,,4.39,,
ABF,DSB2878-001,2025-07-04,870.24,877.374,USD,734.6,121.83,4.51,,16.43,,
ABT,DSB1250-030,2025-07-04,957.6,965.71566,USD,949.49,7.182,7.18,,1.86706,,
ABF,DSB2878-002,2025-07-04,"1,456","1,467.94",USD,"1,229.07",203.84,7.55,,27.48,,
ABT,DSB1213-001,2025-07-04,812.48,823.928737,USD,803.29,10.131626,8.13,,2.374011,,
ABT,DSB1250-039,2025-07-04,"1,148.9","1,158.636928",USD,"1,139.16",8.61675,8.62,,2.240778,,
ABT,DSB1250-040,2025-07-04,"1,148.9","1,158.636928",USD,"1,139.16",8.61675,8.62,,2.240778,,
ABT,DSB1250-041,2025-07-04,"1,148.9","1,158.636928",USD,"1,139.16",8.61675,8.62,,2.240778,,
ABT,DSB1250-042,2025-07-04,"1,148.9","1,158.636928",USD,"1,139.16",8.61675,8.62,,2.240778,,
ABT,DSB1250-043,2025-07-04,"1,148.9","1,158.636928",USD,"1,139.16",8.61675,8.62,,2.240778,,
ABT,DSB1250-044,2025-07-04,"1,148.9","1,158.636928",USD,"1,139.16",8.61675,8.62,,2.240778,,
ABT,DSB1250-045,2025-07-04,"1,148.9","1,158.636928",USD,"1,139.16",8.61675,8.62,,2.240778,,
ABT,DSB1250-049,2025-07-04,"1,148.9","1,158.636928",USD,"1,139.16",8.61675,8.62,,2.240778,,
ABF,DSB2948-001,2025-07-04,834.95,804.0575,USD,699.71,83.5,8.85,,12,,
ABT,DSB1250-022,2025-07-04,"1,310.4","1,321.50564",USD,"1,299.29",9.828,9.83,,2.55554,,
ABT,DSB1250-033,2025-07-04,"1,310.4","1,321.50564",USD,"1,299.29",9.828,9.83,,2.55554,,
ABT,DSB1250-034,2025-07-04,"1,310.4","1,321.50564",USD,"1,299.29",9.828,9.83,,2.55554,,
ABT,DSB1250-002,2025-07-04,"1,406.16","1,418.077206",USD,"1,394.24",10.5462,10.55,,2.742506,,
ABT,DSB1250-003,2025-07-04,"1,406.16","1,418.077206",USD,"1,394.24",10.5462,10.55,,2.742506,,
ABT,DSB1250-004,2025-07-04,"1,406.16","1,418.077206",USD,"1,394.24",10.5462,10.55,,2.742506,,
ABT,DSB1250-005,2025-07-04,"1,406.16","1,418.077206",USD,"1,394.24",10.5462,10.55,,2.742506,,
ABT,DSB1250-006,2025-07-04,"1,406.16","1,418.077206",USD,"1,394.24",10.5462,10.55,,2.742506,,
ABT,DSB1250-007,2025-07-04,"1,406.16","1,418.077206",USD,"1,394.24",10.5462,10.55,,2.742506,,
ABT,DSB1250-010,2025-07-04,"1,406.16","1,418.077206",USD,"1,394.24",10.5462,10.55,,2.742506,,
ABT,DSB1250-011,2025-07-04,"1,406.16","1,418.077206",USD,"1,394.24",10.5462,10.55,,2.742506,,
ABT,DSB1250-012,2025-07-04,"1,406.16","1,418.077206",USD,"1,394.24",10.5462,10.55,,2.742506,,
ABT,DSB1250-013,2025-07-04,"1,406.16","1,418.077206",USD,"1,394.24",10.5462,10.55,,2.742506,,
ABT,DSB1250-014,2025-07-04,"1,406.16","1,418.077206",USD,"1,394.24",10.5462,10.55,,2.742506,,
ABT,DSB1250-015,2025-07-04,"1,406.16","1,418.077206",USD,"1,394.24",10.5462,10.55,,2.742506,,
ABT,DSB1250-029,2025-07-04,"1,406.16","1,418.077206",USD,"1,394.24",10.5462,10.55,,2.742506,,
ABT,DSB1250-048,2025-07-04,"1,406.16","1,418.077206",USD,"1,394.24",10.5462,10.55,,2.742506,,
ABT,DSB1213-002,2025-07-04,"1,070.44","1,085.523677",USD,"1,058.35",13.348387,10.7,,3.12629,,
ABT,DSB1250-024,2025-07-04,"1,512","1,524.8142",USD,"1,499.19",11.34,11.34,,2.9484,,
ABT,DSB0917-011,2025-07-04,554.15,539.228587,USD,485.53,35.835033,11.69,,6.178254,,
ABT,DSB1155-002,2025-07-04,165.98,152.007804,USD,135.81,2.32372,12.01,,1.863384,,
ABF,DSB2994-002,2025-07-04,"3,317.55","3,044.8475",USD,"2,806.29",199.05,12.06,,27.45,,
ABT,DSB1250-021,2025-07-04,"1,612.8","1,626.46848",USD,"1,599.13",12.096,12.1,,3.14548,,
ABT,DSB0917-005,2025-07-04,579.02,563.428921,USD,507.32,37.443293,12.21,,6.454928,,
ABT,DSB1250-008,2025-07-04,"1,764","1,778.9499",USD,"1,749.05",13.23,13.23,,3.4398,,
ABF,DSB2946-001,2025-07-04,"2,867.2","2,842.11",USD,"2,422.12",358.4,13.27,,48.32,,
ABF,DSB2994-004,2025-07-04,"3,801.54","3,489.049",USD,"3,215.69",228.09,13.82,,31.45,,
ABT,DSB1250-009,2025-07-04,"1,915.2","1,931.43132",USD,"1,898.97",14.364,14.36,,3.73412,,
ABT,DSB1250-046,2025-07-04,"1,965.6","1,982.25846",USD,"1,948.94",14.742,14.74,,3.83266,,
ABT,DSB1250-031,2025-07-04,"2,116.8","2,134.73988",USD,"2,098.86",15.876,15.88,,4.12828,,
ABF,DSB2994-003,2025-07-04,"4,386.15","4,025.6075",USD,"3,710.2",263.17,15.95,,36.28,,
ABT,DSB1250-001,2025-07-04,"2,398.03","2,418.353304",USD,"2,377.7",17.985225,17.99,,4.676779,,
ABT,DSB1250-020,2025-07-04,"2,419.2","2,439.70272",USD,"2,398.7",18.144,18.14,,4.71692,,
ABT,DSB1101-001,2025-07-04,547.52,511.328928,USD,471.8,16.4256,18.56,,4.548128,,
ABT,DSB1101-008,2025-07-04,580.14,541.792746,USD,499.9,17.4042,19.67,,4.819646,,
ABT,DSB1101-004,2025-07-04,605.46,565.439094,USD,521.73,18.1638,20.52,,5.028894,,
ABT,DSB1101-006,2025-07-04,605.46,565.439094,USD,521.73,18.1638,20.52,,5.028894,,
ABT,DSB1250-027,2025-07-04,"2,846.25","2,870.371969",USD,"2,822.12",21.346875,21.35,,5.550594,,
ABT,DSB1101-005,2025-07-04,650.88,607.856832,USD,560.86,19.5264,22.06,,5.406232,,
ABT,DSB1101-003,2025-07-04,652.58,609.444462,USD,562.33,19.5774,22.12,,5.420662,,
ABT,DSB1250-019,2025-07-04,"3,074.4","3,100.45554",USD,"3,048.34",23.058,23.06,,5.99534,,
ABT,DSB1101-010,2025-07-04,685.91,640.571349,USD,591.05,20.5773,23.25,,5.697549,,
ABT,DSB1250-028,2025-07-04,"3,225.6","3,252.93696",USD,"3,198.27",24.192,24.19,,6.28966,,
ABT,DSB0917-008,2025-07-04,"1,165.14","1,133.766664",USD,"1,020.85",75.34572,24.58,,12.990344,,
ABT,DSB0917-015,2025-07-04,"1,276.8","1,242.420032",USD,"1,118.68",82.5664,26.94,,14.235832,,
ABT,DSB1250-023,2025-07-04,"3,729.6","3,761.20836",USD,"3,697.99",27.972,27.97,,7.27246,,
ABT,DSB1250-026,2025-07-04,"4,384.8","4,421.96118",USD,"4,347.63",32.886,32.89,,8.55088,,
ABF,DSB2994-001,2025-07-04,"9,180","8,425.4",USD,"7,765.28",550.8,33.38,,75.94,,
ABT,DSB1250-051,2025-07-04,"4,672.11","4,711.706132",USD,"4,632.51",35.040825,35.04,,9.110507,,
ABT,DSB1250-032,2025-07-04,"4,687.2","4,726.92402",USD,"4,647.48",35.154,35.15,,9.13952,,
ABT,DSB1250-018,2025-07-04,"4,797.63","4,838.289914",USD,"4,756.97",35.982225,35.98,,9.355089,,
ABT,DSB1250-047,2025-07-04,"4,797.63","4,838.289914",USD,"4,756.97",35.982225,35.98,,9.355089,,
ABT,DSB0917-006,2025-07-04,"1,731.92","1,685.285167",USD,"1,517.44",111.997493,36.54,,19.309874,,
ABT,DSB1101-002,2025-07-04,"1,202.32","1,122.846648",USD,"1,036.03",36.0696,40.76,,9.987848,,
ABT,DSB0917-010,2025-07-04,"1,968.17","1,915.173742",USD,"1,724.44",127.274993,41.52,,21.943349,,
ABT,DSB1208-001,2025-07-04,"4,176","4,234.844434",USD,"4,128.81",52.07472,41.76,,12.198514,,
ABT,DSB1214-001,2025-07-04,"4,410.23","4,472.374992",USD,"4,360.4",54.995568,44.1,,12.882424,,
ABF,DSB3021-001,2025-07-04,"3,012.08","3,082.989384",USD,"2,961.03",62.751667,45.18,,14.031117,,
ABT,DSB0917-013,2025-07-04,"2,350.03","2,286.751526",USD,"2,059",151.968607,49.58,,26.201319,,
ABT,DSB0917-009,2025-07-04,"2,399.93","2,335.307884",USD,"2,102.73",155.195473,50.63,,26.757311,,
ABT,DSB1250-017,2025-07-04,"7,196.45","7,257.439914",USD,"7,135.46",53.973375,53.97,,14.032639,,
ABT,DSB1225-001,2025-07-04,"3,663","3,758.20137",USD,"3,600.91",84.249,54.95,,18.09587,,
ABT,DSB1250-035,2025-07-04,"7,882.77","7,949.576476",USD,"7,815.96",59.120775,59.12,,15.371301,,
ABT,DSB1250-036,2025-07-04,"7,882.77","7,949.576476",USD,"7,815.96",59.120775,59.12,,15.371301,,
ABT,DSB1250-037,2025-07-04,"7,882.77","7,949.576476",USD,"7,815.96",59.120775,59.12,,15.371301,,
ABT,DSB1250-038,2025-07-04,"7,882.77","7,949.576476",USD,"7,815.96",59.120775,59.12,,15.371301,,
ABT,DSB1250-025,2025-07-04,"8,164.8","8,233.99668",USD,"8,095.6",61.236,61.24,,15.92188,,
ABT,DSB0917-016,2025-07-04,"3,225.6","3,138.745344",USD,"2,826.14",208.5888,68.05,,35.963044,,
ABT,DSB1101-007,2025-07-04,"2,026.93","1,892.949927",USD,"1,746.59",60.8079,68.71,,16.837327,,
ABF,DSB3049-002,2025-07-04,"6,826.7","6,943.69826",USD,"6,744.91",103.538283,72.38,,22.869377,,
ABT,DSB0917-002,2025-07-04,"3,436.6","3,344.063818",USD,"3,011.02",222.233467,72.5,,38.315351,,
ABT,DSB1101-009,2025-07-04,"2,203.5","2,057.84865",USD,"1,898.75",66.105,74.69,,18.30335,,
ABT,DSB0917-007,2025-07-04,"3,557.74","3,461.941921",USD,"3,117.16",230.067187,75.05,,39.665234,,
ABT,DSB1250-050,2025-07-04,"10,629.36","10,719.443826",USD,"10,539.28",79.7202,79.72,,20.727226,,
ABT,DSB1155-001,2025-07-04,"1,133.33","1,037.926281",USD,927.37,15.86662,81.97,,12.718761,,
ABT,DSB1257-001,2025-07-04,"8,765.78","8,846.673539",USD,"8,671.68",71.587203,83.27,,20.131436,,
ABT,DSB0917-012,2025-07-04,"4,251.99","4,137.498083",USD,"3,725.43",274.96202,89.7,,47.406063,,
ABT,DSB0917-001,2025-07-04,"4,924.18","4,791.588247",USD,"4,314.38",318.430307,103.88,,54.90034,,
ABT,DSB0917-014,2025-07-04,"5,552.31","5,402.804799",USD,"4,864.72",359.04938,117.13,,61.903319,,
ABT,DSB0917-003,2025-07-04,"6,395.01","6,222.813697",USD,"5,603.06",413.54398,134.91,,71.299017,,
ABT,DSB0917-004,2025-07-04,"6,817.6","6,634.024758",USD,"5,973.32",440.871467,143.82,,76.009891,,
ABT,DSB1101-011,2025-07-04,"4,350.5","4,062.93195",USD,"3,748.81",130.515,147.47,,36.13805,,
ABT,DSB1229-001,2025-07-04,"21,348.3","21,830.77158",USD,"20,986.45",426.966,320.22,,97.13418,,
ABT,DSB1250-016,2025-07-04,"46,116","46,506.8331",USD,"45,725.17",345.87,345.87,,89.9262,,
ABF,DSB2876-001,2025-07-03,850,837.76,USD,719.94,102,2.26,,13.55,,
ABF,DSB2876-002,2025-07-03,"1,500","1,478.4",USD,"1,270.49",180,4,,23.92,,
ABT,DSB1197-001,2025-07-02,"1,676.02","1,699.883173",USD,"1,664.65",21.117852,10.06,,4.053121,,
ABT,DSB1199-001,2025-07-02,"2,253.67","2,285.757753",USD,"2,238.39",28.396242,13.52,,5.449111,,
ABT,DSB1199-002,2025-07-02,"2,253.67","2,285.757753",USD,"2,238.39",28.396242,13.52,,5.449111,,
ABT,DSB1009-001,2025-07-02,"1,919.49","2,015.794652",USD,"1,903.22",85.225356,14.4,,12.951296,,
ABT,DSB1097-009,2025-07-02,"1,881.45","1,939.809757",USD,"1,855.93",51.645803,22.58,,9.649354,,
ABT,DSB1199-003,2025-07-02,"3,818.84","3,873.212644",USD,"3,792.95",48.117384,22.91,,9.23356,,
ABT,DSB1197-003,2025-07-02,"3,995.79","4,052.682058",USD,"3,968.7",50.346954,23.97,,9.661204,,
ABT,DSB1198-002,2025-07-02,"5,125.68","5,198.659432",USD,"5,090.93",64.583568,30.75,,12.393364,,
ABT,DSB1197-002,2025-07-02,"5,588.42","5,667.987924",USD,"5,550.53",70.414092,33.53,,13.512732,,
ABT,DSB1200-001,2025-07-02,"7,551.23","7,658.744413",USD,"7,500.03",95.145498,45.31,,18.259215,,
ABT,DSB1196-001,2025-07-02,"7,637.67","7,746.415145",USD,"7,585.88",96.234642,45.83,,18.468403,,
ABT,DSB1198-001,2025-07-02,"7,637.67","7,746.415145",USD,"7,585.88",96.234642,45.83,,18.468403,,
ABT,DSB1200-002,2025-07-02,"7,637.67","7,746.415145",USD,"7,585.88",96.234642,45.83,,18.468403,,
ABT,DSB1200-003,2025-07-02,"9,610.65","9,747.486435",USD,"9,545.49",121.09419,57.66,,23.238045,,
ABT,DSB1097-008,2025-07-02,"4,840.92","4,991.078077",USD,"4,775.28",132.883254,58.09,,24.826523,,
ABT,DSB1097-007,2025-07-02,"6,585.08","6,789.339304",USD,"6,495.79",180.760446,79.02,,33.771458,,
ABT,DSB1097-002,2025-07-02,"6,809.83","7,021.060712",USD,"6,717.49",186.929834,81.72,,34.924478,,
ABT,DSB1097-001,2025-07-02,"7,119","7,339.820702",USD,"7,022.46",195.41655,85.43,,36.510052,,
ABT,DSB1097-003,2025-07-02,"7,188.16","7,411.125941",USD,"7,090.69",197.314992,86.26,,36.864749,,
ABT,DSB1097-004,2025-07-02,"7,188.16","7,411.125941",USD,"7,090.69",197.314992,86.26,,36.864749,,
ABT,DSB1097-005,2025-07-02,"9,609.63","9,907.706309",USD,"9,479.32",263.784344,115.32,,49.283565,,
ABT,DSB1097-006,2025-07-02,"10,014.4","10,325.031666",USD,"9,878.61",274.89528,120.17,,51.358486,,
ABT,DSB1008-001,2025-07-02,"21,570.45","22,652.682617",USD,"21,387.64",957.72798,161.78,,145.536037,,
ABT,DSB1008-002,2025-07-02,"32,220.29","33,836.84639",USD,"31,947.23","1,430.580876",241.65,,217.390014,,
ABT,DSB1009-002,2025-07-02,"38,601.41","40,538.119943",USD,"38,274.26","1,713.902604",289.51,,260.443639,,
ABT,DSB1016-001,2025-07-02,"81,055.64","85,077.177753",USD,"80,368.69","3,558.882967",607.92,,541.684386,,
ABT,DSB1195-001,2025-07-02,"60,065.55","54,058.995",USD,"52,435.74",0,"1,436.51",,186.7463,,
ABF,DSB3015-003,2025-06-30,196,178.56,USD,165.68,10.58,0.81,,1.49,,
