Company,Loan ID,Payment Date,Tpv,Total Payment,Currency,Principal Payment,Interest Payment,Fee Payment,Other Payment,Tax Payment,All Rebates,Outstanding Loan Value
ABT,DSB1191-004,2025-11-25,"5,932.5","6,732.47785",USD,"5,706.45",707.945,200.04,,118.03805,,
ABT,DSB1191-003,2025-11-25,"6,667","7,566.022726",USD,"6,412.98",795.595333,224.8,,132.651393,,
ABT,DSB1410-001,2025-11-19,"4,500","5,155.54125",USD,"4,144.05",580.125,315,,116.36625,,
ABT,DSB1346-012,2025-11-07,674.96,729.239158,USD,659.71,48.034653,13.5,,7.999505,,
ABT,DSB1346-008,2025-11-07,"1,042.45","1,126.282092",USD,"1,018.89",74.187692,20.85,,12.3549,,
ABT,DSB1346-007,2025-11-07,"1,134.15","1,225.356453",USD,"1,108.52",80.713675,22.68,,13.441178,,
ABT,DSB1346-006,2025-11-07,"1,349.97","1,458.532337",USD,"1,319.46",96.072865,27,,15.999472,,
ABT,DSB1346-010,2025-11-07,"1,448.65","1,565.148019",USD,"1,415.91",103.095592,28.97,,17.168527,,
ABT,DSB1346-002,2025-11-07,"1,556.48","1,681.649527",USD,"1,521.3",110.769493,31.13,,18.446934,,
ABT,DSB1346-011,2025-11-07,"3,680.47","3,976.447264",USD,"3,597.29",261.926782,73.61,,43.619782,,
ABT,DSB1346-005,2025-11-07,"4,243.15","4,584.377051",USD,"4,147.26",301.970842,84.86,,50.288009,,
ABT,DSB1346-009,2025-11-07,"5,904.86","6,379.718999",USD,"5,771.41",420.229203,118.1,,69.982796,,
ABF,DSB3076-004,2025-11-07,"2,771.33","3,272.386464",USD,"2,614.75",443.4128,138.57,,75.657764,,
ABT,DSB1346-001,2025-11-07,"7,626.19","8,239.47549",USD,"7,453.84",542.730522,152.52,,90.382568,,
ABT,DSB1346-004,2025-11-07,"9,143.09","9,878.362059",USD,"8,936.46",650.683238,182.86,,108.360621,,
ABT,DSB1346-013,2025-11-07,"9,242.9","9,986.198613",USD,"9,034.01",657.786383,184.86,,109.54403,,
ABT,DSB1346-003,2025-11-07,"13,365.05","14,439.845046",USD,"13,063",951.146058,267.3,,158.397988,,
ABF,DSB3076-005,2025-11-07,"7,373.25","8,706.3336",USD,"6,956.66","1,179.72",368.66,,201.2894,,
ABF,DSB3076-002,2025-11-07,"7,932.6","9,366.81408",USD,"7,484.41","1,269.216",396.63,,216.55998,,
ABF,DSB3076-003,2025-11-07,"11,441.25","13,509.828",USD,"10,794.82","1,830.6",572.06,,312.3458,,
ABF,DSB3076-001,2025-11-07,"16,297.43","19,244.005344",USD,"15,376.63","2,607.5888",814.87,,444.919644,,
ABT,DSB1359-002,2025-11-06,"33,236.13","36,240.676152",USD,"31,612.49","2,658.8904","1,436.85",,532.446252,,
ABT,DSB1309-001,2025-10-27,"43,778.38","49,048.129528",USD,"43,340.6","2,634.874764",437.78,,"3,072.654764",,
ABT,DSB1191-001,2025-10-26,"1,900","2,113.268666",USD,"1,827.6",188.733333,64.07,,32.864433,,
ABT,DSB1426-001,2025-10-26,"28,562.96","31,099.350848",USD,"28,220.2","1,268.195424",342.76,,"1,610.955424",,
ABT,DSB1425-001,2025-10-26,"94,273.51","102,644.997688",USD,"93,142.23","4,185.743844","1,131.28",,"5,317.023844",,
ABT,DSB1307-001,2025-10-25,"6,563.45","7,340.56248",USD,"6,497.82",388.55624,65.63,,454.18624,,
ABT,DSB1307-002,2025-10-25,"9,488.62","10,612.072608",USD,"9,393.73",561.726304,94.89,,656.616304,,
ABT,DSB1289-001,2025-10-25,"10,387.68","11,638.079668",USD,"10,283.8",625.199834,103.88,,729.079834,,
ABT,DSB1435-011,2025-10-24,"1,081.08","1,187.360975",USD,"1,055.47",94.05396,22.66,,15.172815,,
ABT,DSB1435-012,2025-10-24,"1,310.44","1,439.269356",USD,"1,279.4",114.00828,27.47,,18.392176,,
ABT,DSB1411-002,2025-10-20,"1,719","1,850.116725",USD,"1,675.29",116.0325,38.68,,20.112625,,
ABT,DSB1412-002,2025-10-20,"7,201","7,554.965155",USD,"7,017.92",313.2435,162.02,,61.784255,,
ABT,DSB1412-001,2025-10-20,"12,851.98","13,483.719077",USD,"12,525.22",559.06113,289.17,,110.270047,,
ABT,DSB1411-001,2025-10-20,"14,355.68","15,450.659492",USD,"13,990.69",969.0084,323,,167.961092,,
ABT,DSB1407-001,2025-10-19,"8,774.53","9,205.842022",USD,"8,551.45",381.692055,197.42,,75.284567,,
ABT,DSB1407-002,2025-10-19,"9,379.08","9,840.108677",USD,"9,140.62",407.98998,211.03,,80.472597,,
ABF,DSB3102-004,2025-10-17,"1,209.6","1,342.457626",USD,"1,164.05",117.57312,40.31,,20.524806,,
ABF,DSB3092-001,2025-10-17,"1,798.33","2,047.602516",USD,"1,722.12",220.595147,67.44,,37.444569,,
ABT,DSB1391-005,2025-10-15,"3,292.28","3,515.496584",USD,"3,236.48",197.5368,49.38,,32.099184,,
ABT,DSB1391-004,2025-10-15,"3,664.08","3,912.504624",USD,"3,601.98",219.8448,54.96,,35.724624,,
ABT,DSB1391-006,2025-10-15,"4,460.4","4,762.81512",USD,"4,384.79",267.624,66.91,,43.48942,,
ABT,DSB1391-007,2025-10-15,"4,843.44","5,171.825232",USD,"4,761.35",290.6064,72.65,,47.223332,,
ABT,DSB1391-008,2025-10-15,"6,602.11","7,049.733058",USD,"6,490.21",396.1266,99.03,,64.370358,,
ABF,DSB3090-001,2025-10-15,"3,132.75","3,515.07081",USD,"3,000",338.337,117.48,,59.25621,,
ABT,DSB1391-003,2025-10-15,"23,335.2","24,917.32656",USD,"22,939.67","1,400.112",350.03,,227.51846,,
ABT,DSB1391-001,2025-10-15,"39,886.56","42,590.868768",USD,"39,210.48","2,393.1936",598.3,,388.894168,,
ABT,DSB1391-002,2025-10-15,"42,053.76","44,905.004928",USD,"41,340.94","2,523.2256",630.81,,410.024628,,
ABF,DSB3096-002,2025-10-14,362.88,404.705549,USD,347.5,37.01376,13.61,,6.581089,,
ABF,DSB3096-001,2025-10-14,"1,310.4","1,461.436704",USD,"1,254.87",133.6608,49.14,,23.764104,,
ABT,DSB1379-001,2025-10-14,"28,381.21","30,839.968827",USD,"27,725.54","2,175.892767",580.24,,358.29726,,
ABT,DSB1385-005,2025-10-13,"2,513.25","2,636.788804",USD,"2,449.35",109.326375,56.55,,21.563929,,
ABT,DSB1385-008,2025-10-13,"6,435.05","6,751.364883",USD,"6,271.44",279.924675,144.79,,55.212908,,
ABT,DSB1385-002,2025-10-13,"8,112.49","8,511.259446",USD,"7,906.23",352.893315,182.53,,69.605031,,
ABT,DSB1385-003,2025-10-13,"11,434.97","11,997.05595",USD,"11,144.23",497.421195,257.29,,98.112455,,
ABT,DSB1385-006,2025-10-13,"18,201.68","19,096.38358",USD,"17,738.9",791.77308,409.54,,156.1707,,
ABT,DSB1385-007,2025-10-13,"19,417.26","20,371.715415",USD,"18,923.57",844.65081,436.89,,166.600305,,
ABT,DSB1385-001,2025-10-13,"28,238.49","29,626.552976",USD,"27,520.52","1,228.374315",635.37,,242.286761,,
ABT,DSB1385-009,2025-10-13,"32,608.39","34,211.25541",USD,"31,779.32","1,418.464965",733.69,,279.780145,,
ABT,DSB1385-004,2025-10-13,"33,623.74","35,276.51494",USD,"32,768.86","1,462.63269",756.53,,288.49115,,
ABT,DSB1380-005,2025-10-12,"3,875.54","4,066.042169",USD,"3,777",168.58599,87.2,,33.252179,,
ABT,DSB1380-004,2025-10-12,"4,863.3","5,102.355512",USD,"4,739.66",211.55355,109.42,,41.726562,,
ABT,DSB1380-001,2025-10-12,"8,190","8,592.57945",USD,"7,981.77",356.265,184.27,,70.26955,,
ABT,DSB1380-003,2025-10-12,"13,444.75","14,105.626686",USD,"13,102.91",584.846625,302.51,,115.356361,,
ABT,DSB1380-002,2025-10-12,"14,008.3","14,696.877987",USD,"13,652.14",609.36105,315.19,,120.191637,,
ABF,DSB3091-001,2025-10-10,272.16,303.529162,USD,260.63,27.76032,10.2,,4.934842,,
ABF,DSB3091-002,2025-10-10,665.28,741.960173,USD,637.09,67.85856,24.95,,12.065113,,
ABF,DSB3102-001,2025-10-10,"2,008.26","2,209.776841",USD,"1,932.64",178.333488,66.92,,31.882953,,
ABF,DSB3102-002,2025-10-10,"2,008.26","2,209.776841",USD,"1,932.64",178.333488,66.92,,31.882953,,
ABF,DSB3102-003,2025-10-10,"2,116","2,328.327904",USD,"2,036.32",187.9008,70.51,,33.593404,,
ABF,DSB3028-001,2025-10-09,501.61,585.924371,USD,480.35,74.614488,18.81,,12.145183,,
ABF,DSB3028-002,2025-10-09,"1,159.2","1,354.04703",USD,"1,110.08",172.431,43.47,,28.06713,,
ABF,DSB3086-001,2025-10-07,987.84,"1,100.358927",USD,945.98,99.574272,37.04,,17.759855,,
ABF,DSB3080-001,2025-10-06,756,842.111424,USD,722.54,76.2048,29.61,,13.755924,,
ABT,DSB1366-001,2025-10-06,"40,775.9","44,356.567698",USD,"40,286.59","1,790.333849",489.31,,"2,279.643849",,
ABT,DSB1340-016,2025-10-05,121.16,131.42831,USD,117.71,9.087,3.05,,1.57781,,
ABT,DSB1340-021,2025-10-05,256.41,278.140748,USD,249.12,19.23075,6.45,,3.338498,,
ABT,DSB1340-017,2025-10-05,353.92,383.91472,USD,343.85,26.544,8.91,,4.60902,,
ABT,DSB1340-018,2025-10-05,362.39,393.102553,USD,352.08,27.17925,9.12,,4.718903,,
ABT,DSB1340-019,2025-10-05,383.33,415.817218,USD,372.43,28.74975,9.65,,4.991968,,
ABT,DSB1340-015,2025-10-05,397.85,431.567788,USD,386.54,29.83875,10.01,,5.180338,,
ABT,DSB1340-020,2025-10-05,423.12,458.97942,USD,411.09,31.734,10.65,,5.50992,,
ABT,DSB1212-003,2025-10-04,438.45,458.26794,USD,416.16,17.538,19.73,,4.84484,,
ABT,DSB1212-016,2025-10-04,674.95,705.45774,USD,640.63,26.998,30.37,,7.45784,,
ABT,DSB1212-009,2025-10-04,"1,058.4","1,106.23968",USD,"1,004.58",42.336,47.63,,11.69558,,
ABT,DSB1212-007,2025-10-04,"1,078.55","1,127.30046",USD,"1,023.71",43.142,48.53,,11.91736,,
ABT,DSB1212-006,2025-10-04,"1,148.85","1,200.77802",USD,"1,090.43",45.954,51.7,,12.69502,,
ABT,DSB1212-001,2025-10-04,"1,149.3","1,201.24836",USD,"1,090.86",45.972,51.72,,12.69996,,
ABT,DSB1212-013,2025-10-04,"2,154.06","2,251.423512",USD,"2,044.53",86.1624,96.93,,23.802012,,
ABT,DSB1212-012,2025-10-04,"2,878.75","3,008.8695",USD,"2,732.37",115.15,129.54,,31.8097,,
ABT,DSB1212-015,2025-10-04,"3,200.16","3,344.807232",USD,"3,037.43",128.0064,144.01,,35.362132,,
ABT,DSB1212-011,2025-10-04,"3,401.51","3,555.258252",USD,"3,228.54",136.0604,153.07,,37.586952,,
ABT,DSB1212-004,2025-10-04,"3,793.79","3,965.269308",USD,"3,600.88",151.7516,170.72,,41.921308,,
ABT,DSB1212-010,2025-10-04,"4,161.02","4,349.098104",USD,"3,949.43",166.4408,187.25,,45.979804,,
ABT,DSB1212-014,2025-10-04,"5,019.02","5,245.879704",USD,"4,763.8",200.7608,225.86,,55.460704,,
ABT,DSB1212-008,2025-10-04,"5,200.37","5,435.426724",USD,"4,935.93",208.0148,234.02,,57.464524,,
ABT,DSB1212-002,2025-10-04,"5,790.83","6,052.575516",USD,"5,496.36",231.6332,260.59,,63.989016,,
ABT,DSB1212-017,2025-10-04,"6,788.46","7,095.298392",USD,"6,443.27",271.5384,305.48,,75.012392,,
ABT,DSB1212-005,2025-10-04,"10,537.46","11,013.753192",USD,"10,001.63",421.4984,474.19,,116.439492,,
ABT,DSB1238-012,2025-10-03,337.47,361.716939,USD,329.84,21.457468,6.75,,3.666971,,
ABT,DSB1238-013,2025-10-03,795.91,853.09547,USD,777.92,50.606611,15.92,,8.648459,,
ABT,DSB1238-010,2025-10-03,"1,234.04","1,322.704746",USD,"1,206.15",78.464377,24.68,,13.408769,,
ABT,DSB1238-005,2025-10-03,"1,349.97","1,446.96422",USD,"1,319.46",85.835593,27,,14.668627,,
ABT,DSB1238-011,2025-10-03,"1,491","1,598.127108",USD,"1,457.3",94.80275,29.82,,16.200958,,
ABT,DSB1238-004,2025-10-03,"2,720.78","2,916.265776",USD,"2,659.29",172.996262,54.42,,29.564114,,
ABT,DSB1238-002,2025-10-03,"3,284.61","3,520.606492",USD,"3,210.38",208.846453,65.69,,35.689739,,
ABT,DSB1238-003,2025-10-03,"4,241.89","4,546.666262",USD,"4,146.02",269.713506,84.84,,46.091956,,
ABT,DSB1238-001,2025-10-03,"4,406.77","4,723.392752",USD,"4,307.17",280.197126,88.14,,47.883826,,
ABT,DSB1238-007,2025-10-03,"6,180.07","6,624.10288",USD,"6,040.4",392.949451,123.6,,67.151429,,
ABT,DSB1238-006,2025-10-03,"7,756.06","8,313.326447",USD,"7,580.77",493.156148,155.12,,84.275899,,
ABT,DSB1358-001,2025-10-03,"4,500","4,905.52875",USD,"4,309.31",358.875,168.75,,68.59125,,
ABT,DSB1238-009,2025-10-03,"9,526.13","10,210.574502",USD,"9,310.84",605.703099,190.52,,103.509003,,
ABT,DSB1238-008,2025-10-03,"9,838.03","10,544.884257",USD,"9,615.69",625.534741,196.76,,106.898316,,
ABT,DSB1328-001,2025-10-02,"25,769.77","27,091.422476",USD,"25,624.17","1,169.603961",128.85,,168.799015,,
ABF,DSB3111-001,2025-09-30,"2,700","2,923.3332",USD,"2,623.73",197.64,67.5,,34.4682,,
ABT,DSB1318-001,2025-09-30,"17,045.14","17,931.146377",USD,"16,467.31",784.07644,511.35,,168.405437,,
ABT,DSB1315-001,2025-09-30,"74,638.93","77,613.390879",USD,"72,741.23","2,632.266265","1,679.38",,560.514014,,
ABT,DSB1321-002,2025-09-29,"1,824.48","1,948.179744",USD,"1,786.34",109.4688,33.75,,18.618444,,
ABT,DSB1321-003,2025-09-29,"1,824.48","1,948.179744",USD,"1,786.34",109.4688,33.75,,18.618444,,
ABT,DSB1321-013,2025-09-29,"2,187.57","2,335.887246",USD,"2,141.84",131.2542,40.47,,22.324146,,
ABT,DSB1321-011,2025-09-29,"2,812.32","3,002.995296",USD,"2,753.53",168.7392,52.03,,28.699996,,
ABT,DSB1321-004,2025-09-29,"3,018.96","3,223.645488",USD,"2,955.85",181.1376,55.85,,30.808388,,
ABT,DSB1321-001,2025-09-29,"3,143.45","3,356.57591",USD,"3,077.74",188.607,58.15,,32.07841,,
ABT,DSB1321-009,2025-09-29,"3,420.94","3,652.879732",USD,"3,349.42",205.2564,63.29,,34.911032,,
ABT,DSB1321-010,2025-09-29,"4,570.27","4,880.134306",USD,"4,474.73",274.2162,84.55,,46.639606,,
ABT,DSB1321-012,2025-09-29,"4,617.18","4,930.224804",USD,"4,520.66",277.0308,85.42,,47.118604,,
ABT,DSB1321-006,2025-09-29,"4,971.38","5,308.439564",USD,"4,867.45",298.2828,91.97,,50.732864,,
ABT,DSB1321-008,2025-09-29,"6,043.52","6,453.270656",USD,"5,917.19",362.6112,111.8,,61.673456,,
ABT,DSB1441-001,2025-09-29,"5,084","5,285.0722",USD,"4,951.87",177.94,116.93,,38.3331,,
ABT,DSB1321-005,2025-09-29,"6,569.82","7,015.253796",USD,"6,432.48",394.1892,121.54,,67.044796,,
ABT,DSB1441-002,2025-09-29,"5,918.95","6,153.044473",USD,"5,765.11",207.16325,136.14,,44.629423,,
ABT,DSB1321-007,2025-09-29,"8,369.91","8,937.389898",USD,"8,194.94",502.1946,154.84,,85.414498,,
ABT,DSB1441-003,2025-09-29,"13,073.84","13,590.910372",USD,"12,734.05",457.5844,300.7,,98.576972,,
ABT,DSB1441-004,2025-09-29,"13,952.36","14,504.175838",USD,"13,589.74",488.3326,320.9,,105.200238,,
ABT,DSB1389-001,2025-09-29,"20,241.07","20,978.705194",USD,"19,669.26",652.774508,506.03,,150.644586,,
ABT,DSB1326-001,2025-09-29,"45,999.93","48,621.450677",USD,"45,376.17","2,319.929803",552,,373.350874,,
ABT,DSB1326-002,2025-09-29,"104,832.36","110,806.721252",USD,"103,410.83","5,287.045356","1,257.99",,850.854596,,
ABT,DSB1439-001,2025-09-28,"2,369.26","2,438.333406",USD,"2,315.71",61.126908,47.39,,14.107198,,
ABT,DSB1443-001,2025-09-28,"1,909.48","2,015.567527",USD,"1,855.53",93.882767,47.74,,18.41096,,
ABT,DSB1443-004,2025-09-28,"2,086.68","2,202.612463",USD,"2,027.73",102.5951,52.17,,20.119463,,
ABT,DSB1443-002,2025-09-28,"3,424.27","3,614.516734",USD,"3,327.53",168.359942,85.61,,33.016092,,
ABT,DSB1443-005,2025-09-28,"3,638.07","3,840.195106",USD,"3,535.3",178.871775,90.95,,35.076831,,
ABT,DSB1443-003,2025-09-28,"4,954.58","5,229.848207",USD,"4,814.61",243.600183,123.87,,47.771124,,
ABT,DSB1319-001,2025-09-28,"27,231.6","28,754.799546",USD,"26,077.66","1,347.9642","1,021.19",,307.990046,,
ABT,DSB1284-001,2025-09-28,"62,500","65,995.9375",USD,"59,851.56","3,093.75","2,343.75",,706.875,,
ABT,DSB1285-001,2025-09-28,"62,500","65,995.9375",USD,"59,851.56","3,093.75","2,343.75",,706.875,,
ABT,DSB1286-001,2025-09-28,"62,500","65,995.9375",USD,"59,851.56","3,093.75","2,343.75",,706.875,,
ABT,DSB1287-001,2025-09-28,"62,500","65,995.9375",USD,"59,851.56","3,093.75","2,343.75",,706.875,,
ABT,DSB1428-003,2025-09-27,"4,459.86","4,716.041792",USD,"4,396.86",226.70955,55.75,,36.719742,,
ABT,DSB1428-002,2025-09-27,"8,281.61","8,757.319481",USD,"8,164.63",420.981842,103.52,,68.185239,,
ABT,DSB1428-001,2025-09-27,"9,941.04","10,512.069906",USD,"9,800.63",505.3362,124.26,,81.847506,,
ABT,DSB1301-001,2025-09-27,"19,078.09","20,056.546729",USD,"18,916.4",865.890911,143.09,,131.167518,,
ABT,DSB1300-001,2025-09-27,"28,165.1","29,609.601606",USD,"27,926.4","1,278.320005",211.24,,193.642801,,
ABT,DSB1302-001,2025-09-27,"29,079.59","30,570.992994",USD,"28,833.14","1,319.825658",218.1,,199.930336,,
ABT,DSB1419-001,2025-09-27,"8,472.32","8,990.896586",USD,"8,185.11",458.917333,254.17,,92.701353,,
ABT,DSB1432-001,2025-09-27,"11,289.6","11,991.24864",USD,"10,970.67",620.928,282.24,,117.41184,,
ABF,DSB3103-002,2025-09-26,369.41,399.465198,USD,358.97,26.59752,9.24,,4.658878,,
ABF,DSB3103-009,2025-09-26,388.82,420.454395,USD,377.84,27.99504,9.72,,4.902955,,
ABF,DSB3103-004,2025-09-26,524.16,566.805658,USD,509.36,37.73952,13.1,,6.609138,,
ABF,DSB3103-007,2025-09-26,604.8,654.006528,USD,587.71,43.5456,15.12,,7.626528,,
ABF,DSB3103-001,2025-09-26,756,817.50816,USD,734.64,54.432,18.9,,9.53316,,
ABF,DSB3103-006,2025-09-26,756,817.50816,USD,734.64,54.432,18.9,,9.53316,,
ABF,DSB3103-008,2025-09-26,756.46,818.005586,USD,735.09,54.46512,18.91,,9.538766,,
ABF,DSB3103-005,2025-09-26,789.56,853.798602,USD,767.25,56.84832,19.74,,9.956482,,
ABF,DSB3103-003,2025-09-26,"1,052.35","1,137.969196",USD,"1,022.62",75.7692,26.31,,13.270296,,
ABF,DSB3071-002,2025-09-26,675.36,752.286205,USD,641.02,68.076288,30.39,,12.800617,,
ABT,DSB1191-002,2025-09-26,"1,155","1,258.5419",USD,"1,110.99",91.63,38.95,,16.9754,,
ABF,DSB3071-001,2025-09-26,"1,310.4","1,459.659802",USD,"1,243.76",132.08832,58.97,,24.837582,,
ABT,DSB1430-001,2025-09-26,"2,250","2,377.125",USD,"2,178.81",112.5,63,,22.815,,
ABT,DSB1191-009,2025-09-26,"12,939","14,098.93822",USD,"12,445.99","1,026.494",436.29,,190.16192,,
ABT,DSB1424-001,2025-09-26,"23,276.65","24,854.80687",USD,"22,750.6","1,396.599",465.53,,242.07677,,
ABF,DSB3101-003,2025-09-25,607.37,655.962029,USD,590.22,43.001796,15.18,,7.563633,,
ABF,DSB3101-001,2025-09-25,824.9,890.8953,USD,801.6,58.40292,20.62,,10.27298,,
ABF,DSB3101-002,2025-09-25,"1,472","1,589.765888",USD,"1,430.42",104.2176,36.8,,18.332288,,
ABF,DSB3101-004,2025-09-25,"2,288.25","2,471.319153",USD,"2,223.61",162.0081,57.2,,28.497053,,
ABT,DSB1274-002,2025-09-25,"7,647.84","8,166.363552",USD,"7,487.97",458.8704,141.48,,78.045552,,
ABT,DSB1274-004,2025-09-25,"9,151.73","9,772.217294",USD,"8,960.41",549.1038,169.31,,93.393794,,
ABT,DSB1274-003,2025-09-25,"16,914.24","18,061.025472",USD,"16,560.65","1,014.8544",312.91,,172.609372,,
ABT,DSB1293-001,2025-09-25,"17,314.27","18,004.266746",USD,"16,874.06",610.616589,389.57,,130.024257,,
ABT,DSB1274-001,2025-09-25,"21,692.16","23,162.888448",USD,"21,238.69","1,301.5296",401.3,,221.367848,,
ABT,DSB1291-001,2025-09-25,"19,761.18","20,548.689371",USD,"19,258.75",696.910948,444.63,,148.400323,,
ABT,DSB1290-001,2025-09-25,"32,347.43","33,636.518215",USD,"31,524.99","1,140.786031",727.82,,242.918784,,
ABF,DSB3063-001,2025-09-25,"20,001.21","22,543.863821",USD,"19,153.65","2,250.136125",750.05,,390.024196,,
ABT,DSB1292-001,2025-09-25,"43,260.47","44,984.45741",USD,"42,160.57","1,525.652575",973.36,,324.871635,,
ABT,DSB1275-002,2025-09-24,"3,736.22","3,927.839266",USD,"3,704.56",169.574572,28.02,,25.687294,,
ABF,DSB3099-001,2025-09-24,"1,350","1,465.3278",USD,"1,311.86",102.06,33.75,,17.6553,,
ABF,DSB3099-002,2025-09-24,"2,205","2,393.36874",USD,"2,142.7",166.698,55.13,,28.83764,,
ABT,DSB1275-001,2025-09-24,"25,550.89","26,861.316792",USD,"25,334.35","1,159.669727",191.63,,175.668965,,
ABT,DSB1267-001,2025-09-24,"27,028.36","29,481.814332",USD,"26,825.65","1,226.727166",202.71,,"1,429.437166",,
ABT,DSB1277-001,2025-09-24,"23,287.19","24,215.215571",USD,"22,695.12",821.261567,523.96,,174.878804,,
ABT,DSB1261-003,2025-09-23,422.35,444.011037,USD,418.77,19.169059,3.17,,2.904078,,
ABT,DSB1261-004,2025-09-23,"1,581.53","1,662.641824",USD,"1,568.13",71.780375,11.86,,10.873249,,
ABT,DSB1261-002,2025-09-23,"18,977.22","19,950.503417",USD,"18,816.39",861.312758,142.33,,130.473559,,
ABT,DSB1261-001,2025-09-23,"24,265.09","25,509.572053",USD,"24,059.44","1,101.311551",181.99,,166.829202,,
ABT,DSB1161-002,2025-09-22,"6,325.74","6,759.48587",USD,"6,254.26",383.845903,63.26,,58.123767,,
ABT,DSB1161-003,2025-09-22,"6,325.74","6,759.48587",USD,"6,254.26",383.845903,63.26,,58.123767,,
ABT,DSB1168-001,2025-09-22,"8,534.89","9,570.68425",USD,"8,438.44",517.897125,96.45,,614.347125,,
ABT,DSB1161-001,2025-09-22,"24,120.8","25,774.724663",USD,"23,848.23","1,463.650144",241.21,,221.631819,,
ABT,DSB1165-001,2025-09-22,"46,444.43","52,080.926024",USD,"45,919.61","2,818.248012",524.82,,"3,343.068012",,
ABF,DSB3052-001,2025-09-21,"3,931.2","4,364.31996",USD,"3,764.62",383.292,147.42,,68.99256,,
ABT,DSB1363-001,2025-09-21,"24,441.16","26,225.690562",USD,"24,184.53",892.265281,256.63,,"1,148.895281",,
ABT,DSB1416-001,2025-09-21,"46,985.4","48,312.73755",USD,"46,029.71","1,174.635",845.74,,262.64875,,
ABT,DSB1259-001,2025-09-20,"2,914.21","3,178.742556",USD,"2,899.64",132.266278,14.57,,146.836278,,
ABT,DSB1259-002,2025-09-20,"3,270.01","3,566.839708",USD,"3,253.66",148.414854,16.35,,164.764854,,
ABT,DSB1259-003,2025-09-20,"3,348","3,651.90912",USD,"3,331.26",151.95456,16.74,,168.69456,,
ABF,DSB3072-002,2025-09-20,"3,149.67","3,469.991439",USD,"3,043",283.4703,94.4,,49.123139,,
ABF,DSB3104-001,2025-09-20,"3,780","4,157.307",USD,"3,673.22",333.9,94.5,,55.692,,
ABT,DSB1163-002,2025-09-19,802.67,856.365412,USD,793.6,47.518064,8.03,,7.221248,,
ABT,DSB1408-001,2025-09-19,"4,120.74","4,362.874682",USD,"3,990.36",214.27848,115.38,,42.855602,,
ABT,DSB1163-001,2025-09-19,"12,918.63","13,782.834672",USD,"12,772.66",764.782896,129.18,,116.215176,,
ABT,DSB1256-001,2025-09-19,"27,613.33","29,029.533015",USD,"27,379.31","1,253.277004",207.1,,189.849011,,
ABT,DSB1256-002,2025-09-19,"27,613.33","29,029.533015",USD,"27,379.31","1,253.277004",207.1,,189.849011,,
ABT,DSB1256-003,2025-09-19,"27,613.34","29,029.543528",USD,"27,379.32","1,253.277458",207.1,,189.84907,,
ABT,DSB1247-016,2025-09-18,584.78,614.163635,USD,569.91,26.003217,13.16,,5.091218,,
ABT,DSB1247-006,2025-09-18,593.97,623.815409,USD,578.87,26.411866,13.36,,5.170343,,
ABT,DSB1247-012,2025-09-18,614.72,645.60804,USD,599.09,27.334549,13.83,,5.351391,,
ABT,DSB1247-015,2025-09-18,614.72,645.60804,USD,599.09,27.334549,13.83,,5.351391,,
ABT,DSB1247-011,2025-09-18,"1,024.52","1,075.999398",USD,998.47,45.556989,23.05,,8.918909,,
ABT,DSB1247-017,2025-09-18,"1,071.63","1,125.47655",USD,"1,044.39",47.651814,24.11,,9.329036,,
ABT,DSB1247-021,2025-09-18,"1,331.88","1,398.803418",USD,"1,298.01",59.224264,29.97,,11.595254,,
ABT,DSB1247-002,2025-09-18,"2,127.66","2,234.569241",USD,"2,073.57",94.609948,47.87,,18.522393,,
ABT,DSB1247-009,2025-09-18,"2,459.11","2,582.67372",USD,"2,396.59",109.348425,55.33,,21.408195,,
ABT,DSB1247-018,2025-09-18,"2,725.7","2,862.659156",USD,"2,656.4",121.202793,61.33,,23.729263,,
ABT,DSB1247-010,2025-09-18,"3,122.19","3,279.071722",USD,"3,042.81",138.833382,70.25,,27.18084,,
ABT,DSB1247-008,2025-09-18,"3,173.27","3,332.718355",USD,"3,092.59",141.104739,71.4,,27.625616,,
ABT,DSB1247-023,2025-09-18,"3,192.07","3,352.463006",USD,"3,110.91",141.940713,71.82,,27.788893,,
ABT,DSB1247-014,2025-09-18,"3,635.16","3,817.817096",USD,"3,542.74",161.643448,81.79,,31.646348,,
ABT,DSB1247-013,2025-09-18,"4,288.3","4,503.77564",USD,"4,179.27",190.686407,96.49,,37.332933,,
ABT,DSB1251-003,2025-09-18,"4,739.44","4,977.584222",USD,"4,618.94",210.747099,106.64,,41.260323,,
ABT,DSB1251-001,2025-09-18,"5,012.08","5,263.923655",USD,"4,884.65",222.870491,112.77,,43.633264,,
ABT,DSB1247-019,2025-09-18,"5,202.01","5,463.397131",USD,"5,069.74",231.316045,117.05,,45.287586,,
ABT,DSB1247-005,2025-09-18,"5,309.35","5,576.13068",USD,"5,174.36",236.089097,119.46,,46.221383,,
ABT,DSB1247-024,2025-09-18,"5,719.15","6,006.522037",USD,"5,573.74",254.311537,128.68,,49.7889,,
ABF,DSB3094-001,2025-09-18,"5,400","5,853.9888",USD,"5,247.45",401.76,135,,69.7788,,
ABT,DSB1247-004,2025-09-18,"6,270.52","6,585.596909",USD,"6,111.09",278.829123,141.09,,54.589486,,
ABT,DSB1247-003,2025-09-18,"6,477.73","6,803.218659",USD,"6,313.03",288.043061,145.75,,56.393098,,
